timestamp_ns,time_s,state,gt_pos_x,gt_pos_y,stop_number
2744399000,0.000000,Stop,2.850000,4.700000,1.000000
2762375000,0.017976,Stop,2.850000,4.700000,1.000000
2774659000,0.030260,Stop,2.850000,4.700000,1.000000
2787600000,0.043201,Stop,2.850000,4.700000,1.000000
2795052000,0.050653,Stop,2.850000,4.700000,1.000000
2810905000,0.066506,Stop,2.850000,4.700000,1.000000
2825068000,0.080669,Stop,2.850000,4.700000,1.000000
2838133000,0.093734,Stop,2.850000,4.700000,1.000000
2844286000,0.099887,Stop,2.850000,4.700000,1.000000
2855839000,0.111440,Stop,2.850000,4.700000,1.000000
2874258000,0.129859,Stop,2.850000,4.700000,1.000000
2891782000,0.147383,Stop,2.850000,4.700000,1.000000
2904354000,0.159955,Stop,2.850000,4.700000,1.000000
2914619000,0.170220,Stop,2.850000,4.700000,1.000000
2934508000,0.190109,Stop,2.850000,4.700000,1.000000
2944111000,0.199712,Stop,2.850000,4.700000,1.000000
2964065000,0.219666,Stop,2.850000,4.700000,1.000000
2984254000,0.239855,Stop,2.850000,4.700000,1.000000
3009207000,0.264808,Stop,2.850000,4.700000,1.000000
3023841000,0.279442,Stop,2.850000,4.700000,1.000000
3044641000,0.300242,Stop,2.850000,4.700000,1.000000
3067816000,0.323417,Stop,2.850000,4.700000,1.000000
3084490000,0.340091,Stop,2.850000,4.700000,1.000000
3103717000,0.359318,Stop,2.850000,4.700000,1.000000
3134058000,0.389659,Stop,2.850000,4.700000,1.000000
3150317000,0.405918,Stop,2.850000,4.700000,1.000000
3163707000,0.419308,Stop,2.850000,4.700000,1.000000
3183569000,0.439170,Stop,2.850000,4.700000,1.000000
3205780000,0.461381,Stop,2.850000,4.700000,1.000000
3229933000,0.485534,Stop,2.850000,4.700000,1.000000
3243436000,0.499037,Stop,2.850000,4.700000,1.000000
3265343000,0.520944,Stop,2.850000,4.700000,1.000000
3293330000,0.548931,Stop,2.850000,4.700000,1.000000
3303094000,0.558695,Stop,2.850000,4.700000,1.000000
3329973000,0.585574,Stop,2.850000,4.700000,1.000000
3343611000,0.599212,Stop,2.850000,4.700000,1.000000
3362764000,0.618365,Stop,2.850000,4.700000,1.000000
3383560000,0.639161,Stop,2.850000,4.700000,1.000000
3402694000,0.658295,Stop,2.850000,4.700000,1.000000
3424606000,0.680207,Stop,2.850000,4.700000,1.000000
3443247000,0.698848,Stop,2.850000,4.700000,1.000000
3463008000,0.718609,Stop,2.850000,4.700000,1.000000
3482679000,0.738280,Stop,2.850000,4.700000,1.000000
3513037000,0.768638,Stop,2.850000,4.700000,1.000000
3522527000,0.778128,Stop,2.850000,4.700000,1.000000
3543008000,0.798609,Stop,2.850000,4.700000,1.000000
3563876000,0.819477,Stop,2.850000,4.700000,1.000000
3588497000,0.844098,Stop,2.850000,4.700000,1.000000
3602080000,0.857681,Stop,2.850000,4.700000,1.000000
3622206000,0.877807,Stop,2.850000,4.700000,1.000000
3653041000,0.908642,Stop,2.850000,4.700000,1.000000
3662146000,0.917747,Stop,2.850000,4.700000,1.000000
3682456000,0.938057,Stop,2.850000,4.700000,1.000000
3702253000,0.957854,Stop,2.850000,4.700000,1.000000
3722026000,0.977627,Stop,2.850000,4.700000,1.000000
3741945000,0.997546,Stop,2.850000,4.700000,1.000000
3771509000,1.027110,Stop,2.850000,4.700000,1.000000
