timestamp_ns,qw,qx,qy,qz,ax,ay,az,t_sec,dist_48e72,dist_83a8d,dist_e05a1
2734843000,0.999939,0.006042,0.011597,0.0,-0.003906,0.003906,-0.027344,0.063155,6.01,2.65,4.93
2744399000,0.999939,0.006042,0.011597,-6.1e-05,-0.003906,-0.03125,-0.027344,0.072711,,,
2762375000,0.999939,0.006042,0.011597,-6.1e-05,-0.003906,-0.03125,-0.027344,0.090687,,,
2774659000,0.999939,0.006042,0.011658,-6.1e-05,-0.003906,-0.03125,-0.019531,0.102971,,,
2787600000,0.999939,0.006042,0.011658,-6.1e-05,-0.003906,-0.03125,-0.019531,0.115912,,,
2795052000,0.999939,0.006042,0.011658,-6.1e-05,-0.003906,-0.023438,-0.058594,0.123364,,,
2810905000,0.999939,0.006042,0.011658,-6.1e-05,-0.003906,-0.023438,-0.019531,0.139217,,,
2825068000,0.999939,0.006104,0.011658,-6.1e-05,0.035156,-0.023438,0.019531,0.15338,,,
2838133000,0.999939,0.006104,0.011658,-0.000122,-0.003906,-0.023438,-0.050781,0.166445,,,
2844286000,0.999939,0.006104,0.011658,-0.000122,-0.003906,-0.023438,-0.011719,0.172598,,,
2855839000,0.999939,0.006104,0.011658,-6.1e-05,-0.003906,-0.023438,-0.050781,0.184151,,,
2874258000,0.999939,0.006104,0.011658,-0.000122,-0.003906,-0.023438,-0.011719,0.20257,,,
2891782000,0.999939,0.006104,0.011658,-0.000122,-0.003906,-0.023438,-0.011719,0.220094,6.01,2.68,4.9
2904354000,0.999939,0.006104,0.011658,-0.000122,-0.003906,0.019531,-0.011719,0.232666,,,
2914619000,0.999939,0.006104,0.011658,-0.000122,-0.003906,-0.015625,-0.042969,0.242931,,,
2934508000,0.999939,0.006104,0.011658,-0.000122,-0.003906,0.0,0.003906,0.26282,,,
2944111000,0.999939,0.006104,0.011658,-0.000122,-0.003906,0.035156,0.003906,0.272423,,,
2964065000,0.999939,0.006165,0.011658,-0.000122,-0.003906,0.0,0.003906,0.292377,,,
2984254000,0.999939,0.006104,0.011658,-0.000122,-0.003906,0.0,0.042969,0.312566,,,
3009207000,0.999939,0.006104,0.011658,-0.000122,-0.003906,0.0,-0.035156,0.337519,,,
3023841000,0.999939,0.006165,0.011658,-0.000122,-0.003906,0.0,0.003906,0.352153,,,
3044641000,0.999939,0.006165,0.011658,-0.000122,-0.003906,0.0,0.003906,0.372953,,,
3067816000,0.999939,0.006165,0.011658,-0.000122,-0.003906,0.0,0.003906,0.396128,,,
3084490000,0.999939,0.006104,0.011658,-0.000122,-0.003906,0.0,0.003906,0.412802,6.03,2.68,4.92
3103717000,0.999939,0.006104,0.011658,-0.000122,-0.003906,-0.007812,0.042969,0.432029,,,
3134058000,0.999939,0.006104,0.011658,-6.1e-05,0.035156,-0.007812,0.003906,0.46237,,,
3150317000,0.999939,0.006104,0.011658,-6.1e-05,-0.003906,-0.007812,0.042969,0.478629,,,
3163707000,0.999939,0.006104,0.011658,-6.1e-05,-0.003906,-0.007812,0.003906,0.492019,,,
3183569000,0.999939,0.006104,0.011658,-6.1e-05,-0.003906,0.0,0.003906,0.511881,,,
3205780000,0.999939,0.006104,0.011719,-6.1e-05,-0.003906,0.0,0.003906,0.534092,,,
3229933000,0.999939,0.006165,0.011719,-6.1e-05,-0.003906,0.0,0.003906,0.558245,,,
3243436000,0.999939,0.006104,0.011719,-6.1e-05,-0.003906,0.0,0.003906,0.571748,,,
3265343000,0.999939,0.006104,0.011658,-6.1e-05,-0.003906,0.0,0.003906,0.593655,,,
3293330000,0.999939,0.006104,0.011658,-6.1e-05,-0.003906,0.035156,0.003906,0.621642,6.02,2.65,4.93
3303094000,0.999939,0.006104,0.011719,-6.1e-05,-0.003906,0.035156,-0.035156,0.631406,,,
3329973000,0.999939,0.006042,0.011658,-0.000122,-0.003906,0.0,0.003906,0.658285,,,
3343611000,0.999939,0.006042,0.011658,-0.000122,-0.003906,0.0,0.003906,0.671923,,,
3362764000,0.999939,0.006042,0.011658,-0.000122,-0.042969,0.027344,0.003906,0.691076,,,
3383560000,0.999939,0.006042,0.011658,-0.000122,-0.003906,0.027344,0.003906,0.711872,,,
3402694000,0.999939,0.006042,0.011658,-0.000122,-0.003906,-0.007812,0.003906,0.731006,,,
3424606000,0.999939,0.006042,0.011658,-0.000122,-0.003906,-0.007812,0.003906,0.752918,,,
3443247000,0.999939,0.006042,0.011719,-0.000122,-0.003906,-0.007812,0.042969,0.771559,,,
3463008000,0.999939,0.006042,0.011719,-0.000122,-0.003906,-0.007812,0.003906,0.79132,,,
3482679000,0.999939,0.006042,0.011719,-0.000122,-0.003906,-0.007812,0.003906,0.810991,6.02,2.67,4.95
3513037000,0.999939,0.006104,0.011719,-0.000122,-0.003906,-0.007812,0.003906,0.841349,,,
3522527000,0.999939,0.006104,0.011719,-0.000122,-0.042969,-0.007812,0.003906,0.850839,,,
3543008000,0.999939,0.006104,0.011719,-0.000122,-0.003906,-0.007812,0.042969,0.87132,,,
3563876000,0.999939,0.006104,0.011719,-0.000122,-0.003906,-0.007812,-0.035156,0.892188,,,
