timestamp_ns,mac_address,distance
2632698000,e05a1b1fafc4,4.40
2632698000,48e72903b3fc,5.13
2632698000,83a8d3e15c4,2.37
2837718000,e05a1b1fafc4,4.37
2837718000,48e72903b3fc,5.13
2837718000,83a8d3e15c4,2.38
3037672000,e05a1b1fafc4,4.37
3037672000,48e72903b3fc,5.15
3037672000,83a8d3e15c4,2.39
3237812000,e05a1b1fafc4,4.35
3237812000,48e72903b3fc,5.13
3237812000,83a8d3e15c4,2.37
3437790000,e05a1b1fafc4,4.40
3437790000,48e72903b3fc,5.11
3437790000,83a8d3e15c4,2.36
3637756000,e05a1b1fafc4,4.35
3637756000,48e72903b3fc,5.14
3637756000,83a8d3e15c4,2.38
3838791000,e05a1b1fafc4,4.36
3838791000,48e72903b3fc,5.09
3838791000,83a8d3e15c4,2.36
4042669000,e05a1b1fafc4,4.39
4042669000,48e72903b3fc,5.13
4042669000,83a8d3e15c4,2.35
4243649000,e05a1b1fafc4,4.39
4243649000,48e72903b3fc,5.11
4243649000,83a8d3e15c4,2.39
4446647000,e05a1b1fafc4,4.38
4446647000,48e72903b3fc,5.10
4446647000,83a8d3e15c4,2.38
4648726000,e05a1b1fafc4,4.40
4648726000,48e72903b3fc,5.09
4648726000,83a8d3e15c4,2.40
4848708000,e05a1b1fafc4,4.38
4848708000,48e72903b3fc,5.11
4848708000,83a8d3e15c4,2.33
5048770000,e05a1b1fafc4,4.38
5048770000,48e72903b3fc,5.13
5048770000,83a8d3e15c4,2.39
5248795000,e05a1b1fafc4,4.36
5248795000,48e72903b3fc,5.11
5248795000,83a8d3e15c4,2.39
5448642000,e05a1b1fafc4,4.35
5448642000,48e72903b3fc,5.12
5448642000,83a8d3e15c4,2.40
5648582000,e05a1b1fafc4,4.35
5648582000,48e72903b3fc,5.10
5648582000,83a8d3e15c4,2.32
5848742000,e05a1b1fafc4,4.37
5848742000,48e72903b3fc,5.11
5848742000,83a8d3e15c4,2.33
6048696000,e05a1b1fafc4,4.39
6048696000,48e72903b3fc,5.09
6048696000,83a8d3e15c4,2.36
6250702000,e05a1b1fafc4,4.40
6250702000,48e72903b3fc,5.10
6250702000,83a8d3e15c4,2.36
6450586000,e05a1b1fafc4,4.35
6450586000,48e72903b3fc,5.12
6450586000,83a8d3e15c4,2.34
6650730000,e05a1b1fafc4,4.37
6650730000,48e72903b3fc,5.13
6650730000,83a8d3e15c4,2.37
6853627000,e05a1b1fafc4,4.39
6853627000,48e72903b3fc,5.13
6853627000,83a8d3e15c4,2.36
7053662000,e05a1b1fafc4,4.41
7053662000,48e72903b3fc,5.11
7053662000,83a8d3e15c4,2.38
7253711000,e05a1b1fafc4,4.37
7253711000,48e72903b3fc,5.11
7253711000,83a8d3e15c4,2.37
