timestamp_ns,qw,qx,qy,qz,ax,ay,az,t_sec,dist_e05a1,dist_48e72,dist_83a8d
6063543000,0.999207,-0.006042,0.039124,-0.000244,0.007812,0.003906,0.011719,3.430845,4.39,5.09,2.36
6083985000,0.999207,-0.006042,0.039124,-0.000244,-0.03125,0.003906,0.011719,3.451287,,,
6107250000,0.999207,-0.006042,0.039124,-0.000244,-0.023438,0.003906,0.011719,3.474552,,,
6124092000,0.999207,-0.006042,0.039124,-0.000244,-0.023438,0.003906,0.011719,3.491394,,,
6146030000,0.999207,-0.006042,0.039124,-0.000305,0.015625,0.003906,0.011719,3.513332,,,
6164046000,0.999207,-0.006042,0.039124,-0.000244,-0.023438,0.039062,-0.027344,3.531348,,,
6183902000,0.999207,-0.006042,0.039124,-0.000305,0.015625,0.039062,-0.027344,3.551204,,,
6204055000,0.999207,-0.006042,0.039185,-0.000305,-0.023438,0.003906,-0.027344,3.571357,,,
6223620000,0.999207,-0.006042,0.039185,-0.000305,0.015625,0.003906,-0.027344,3.590922,,,
6243578000,0.999207,-0.006042,0.039185,-0.000305,-0.023438,0.03125,0.011719,3.61088,,,
6263480000,0.999207,-0.006042,0.039185,-0.000305,0.015625,-0.003906,-0.027344,3.630782,4.4,5.1,2.36
6283637000,0.999207,-0.006042,0.039185,-0.000305,-0.023438,-0.003906,0.011719,3.650939,,,
6303497000,0.999207,-0.006042,0.039185,-0.000305,0.015625,-0.003906,-0.027344,3.670799,,,
6323465000,0.999207,-0.006042,0.039185,-0.000305,-0.023438,0.003906,0.011719,3.690767,,,
6344302000,0.999207,-0.006042,0.039185,-0.000305,0.015625,0.003906,-0.027344,3.711604,,,
6362858000,0.999207,-0.006042,0.039185,-0.000305,0.015625,0.003906,0.011719,3.73016,,,
6383199000,0.999207,-0.005981,0.039185,-0.000305,0.015625,0.003906,0.011719,3.750501,,,
6407779000,0.999207,-0.005981,0.039185,-0.000305,0.007812,0.039062,-0.027344,3.775081,,,
6423994000,0.999207,-0.005981,0.039185,-0.000305,0.007812,0.003906,0.011719,3.791296,,,
6443382000,0.999207,-0.005981,0.039185,-0.000305,-0.03125,0.003906,0.011719,3.810684,,,
6463773000,0.999207,-0.005981,0.039185,-0.000305,-0.03125,0.003906,0.011719,3.831075,4.35,5.12,2.34
6488527000,0.999207,-0.005981,0.039185,-0.000305,0.007812,0.003906,0.011719,3.855829,,,
6503335000,0.999207,-0.006042,0.039185,-0.000305,0.007812,0.003906,-0.027344,3.870637,,,
6523019000,0.999207,-0.006042,0.039185,-0.000244,0.007812,0.003906,0.011719,3.890321,,,
6549723000,0.999207,-0.005981,0.039185,-0.000305,0.007812,0.003906,0.011719,3.917025,,,
6563132000,0.999207,-0.005981,0.039185,-0.000244,0.007812,0.003906,0.011719,3.930434,,,
6583148000,0.999207,-0.005981,0.039185,-0.000244,0.007812,0.003906,-0.027344,3.95045,,,
6612999000,0.999207,-0.005981,0.039185,-0.000244,0.007812,0.003906,0.011719,3.980301,,,
6629354000,0.999207,-0.005981,0.039185,-0.000305,0.007812,0.003906,-0.027344,3.996656,,,
6642811000,0.999207,-0.005981,0.039185,-0.000305,0.007812,0.003906,0.011719,4.010113,,,
6662220000,0.999207,-0.005981,0.039185,-0.000305,-0.03125,0.003906,0.011719,4.029522,4.37,5.13,2.37
6683160000,0.999207,-0.005981,0.039185,-0.000305,0.007812,0.003906,0.011719,4.050462,,,
6704872000,0.999207,-0.005981,0.039185,-0.000305,0.007812,-0.003906,-0.027344,4.072174,,,
6722323000,0.999207,-0.005981,0.039185,-0.000305,-0.03125,0.03125,0.011719,4.089625,,,
6742803000,0.999207,-0.005981,0.039185,-0.000305,0.007812,-0.003906,0.011719,4.110105,,,
6762617000,0.999207,-0.005981,0.039185,-0.000305,0.007812,-0.003906,0.011719,4.129919,,,
6788833000,0.999207,-0.005981,0.039185,-0.000305,0.007812,-0.003906,-0.027344,4.156135,,,
6802324000,0.999207,-0.005981,0.039185,-0.000305,0.007812,-0.003906,0.011719,4.169626,,,
6821826000,0.999207,-0.005981,0.039124,-0.000305,0.007812,-0.003906,-0.027344,4.189128,,,
6842084000,0.999207,-0.005981,0.039185,-0.000305,0.007812,-0.003906,-0.027344,4.209386,,,
6867831000,0.999207,-0.005981,0.039185,-0.000305,0.007812,-0.003906,0.011719,4.235133,4.39,5.13,2.36
6882350000,0.999207,-0.005981,0.039185,-0.000305,0.007812,-0.003906,0.011719,4.249652,,,
6902239000,0.999207,-0.005981,0.039185,-0.000305,0.007812,-0.003906,0.011719,4.269541,,,
6922340000,0.999207,-0.005981,0.039124,-0.000305,0.007812,0.003906,-0.027344,4.289642,,,
6945700000,0.999207,-0.005981,0.039124,-0.000305,0.007812,0.003906,0.011719,4.313002,,,
6961885000,0.999207,-0.005981,0.039185,-0.000305,0.007812,0.003906,0.011719,4.329187,,,
6981300000,0.999207,-0.005981,0.039185,-0.000305,0.007812,0.003906,-0.027344,4.348602,,,
7004534000,0.999207,-0.005981,0.039185,-0.000366,0.007812,0.003906,0.011719,4.371836,,,
7021183000,0.999207,-0.005981,0.039185,-0.000366,0.007812,0.003906,0.011719,4.388485,,,
7041151000,0.999207,-0.005981,0.039124,-0.000305,0.007812,0.003906,0.011719,4.408453,,,
7061689000,0.999207,-0.005981,0.039124,-0.000366,0.007812,0.003906,-0.027344,4.428991,4.41,5.11,2.38
7091499000,0.999207,-0.005981,0.039124,-0.000305,0.007812,0.003906,0.011719,4.458801,,,
7101467000,0.999207,-0.005981,0.039124,-0.000305,0.007812,0.003906,0.011719,4.468769,,,
7120782000,0.999207,-0.005981,0.039124,-0.000305,0.007812,0.003906,0.050781,4.488084,,,
7147790000,0.999207,-0.005981,0.039124,-0.000305,-0.03125,-0.003906,-0.027344,4.515092,,,
7161023000,0.999207,-0.005981,0.039124,-0.000305,0.007812,-0.003906,0.011719,4.528325,,,
7181782000,0.999207,-0.005981,0.039124,-0.000305,0.046875,-0.003906,0.011719,4.549084,,,
7206535000,0.999207,-0.005981,0.039124,-0.000305,-0.03125,-0.003906,0.011719,4.573837,,,
7221310000,0.999207,-0.005981,0.039124,-0.000305,0.007812,-0.003906,0.011719,4.588612,,,
7241077000,0.999207,-0.005981,0.039124,-0.000305,0.007812,-0.003906,-0.027344,4.608379,,,
7260720000,0.999207,-0.005981,0.039124,-0.000305,0.007812,0.03125,-0.027344,4.628022,4.37,5.11,2.37
7280441000,0.999207,-0.005981,0.039124,-0.000305,-0.03125,-0.003906,-0.027344,4.647743,,,
7300223000,0.999207,-0.005981,0.039124,-0.000305,0.007812,-0.003906,-0.027344,4.667525,,,
7329979000,0.999207,-0.005981,0.039124,-0.000305,0.007812,-0.003906,0.011719,4.697281,,,
7340650000,0.999207,-0.005981,0.039124,-0.000305,0.007812,0.03125,0.011719,4.707952,,,
7361408000,0.999207,-0.005981,0.039124,-0.000366,-0.03125,0.03125,0.011719,4.72871,,,
7380092000,0.999207,-0.00592,0.039124,-0.000366,0.007812,-0.003906,0.011719,4.747394,,,
7400666000,0.999207,-0.00592,0.039124,-0.000366,0.007812,-0.003906,0.011719,4.767968,,,
7427349000,0.999207,-0.00592,0.039124,-0.000366,0.007812,-0.003906,0.011719,4.794651,,,
7440610000,0.999207,-0.00592,0.039124,-0.000366,0.007812,-0.003906,0.011719,4.807912,,,
7459644000,0.999207,-0.00592,0.039124,-0.000366,0.007812,0.03125,0.011719,4.826946,4.36,5.13,2.36
7480311000,0.999207,-0.00592,0.039124,-0.000366,0.007812,-0.003906,0.011719,4.847613,,,
7500152000,0.999207,-0.005859,0.039124,-0.000366,-0.03125,-0.003906,0.011719,4.867454,,,
7521986000,0.999207,-0.005859,0.039124,-0.000305,-0.03125,-0.003906,0.011719,4.889288,,,
7545245000,0.999207,-0.00592,0.039124,-0.000366,0.007812,0.03125,0.011719,4.912547,,,
7559911000,0.999207,-0.00592,0.039124,-0.000366,0.007812,0.03125,0.011719,4.927213,,,
7579497000,0.999207,-0.00592,0.039124,-0.000366,0.007812,-0.003906,0.003906,4.946799,,,
7599705000,0.999207,-0.00592,0.039124,-0.000366,0.007812,-0.003906,0.003906,4.967007,,,
7626993000,0.999207,-0.00592,0.039124,-0.000366,0.007812,-0.003906,0.003906,4.994295,,,
7639634000,0.999207,-0.00592,0.039124,-0.000366,0.007812,-0.042969,0.003906,5.006936,,,
7659511000,0.999207,-0.00592,0.039124,-0.000366,0.007812,-0.003906,0.003906,5.026813,4.37,5.11,2.37
7680695000,0.999207,-0.00592,0.039124,-0.000366,0.007812,-0.003906,0.003906,5.047997,,,
7706341000,0.999207,-0.005981,0.039124,-0.000366,0.007812,-0.003906,0.003906,5.073643,,,
7719828000,0.999207,-0.005981,0.039062,-0.000366,0.007812,-0.003906,0.003906,5.08713,,,
7739888000,0.999207,-0.005981,0.039062,-0.000366,0.007812,0.03125,0.003906,5.10719,,,
7768979000,0.999207,-0.005981,0.039062,-0.000366,0.007812,-0.003906,0.003906,5.136281,,,
7780735000,0.999207,-0.005981,0.039062,-0.000366,0.007812,-0.003906,0.003906,5.148037,,,
7800062000,0.999207,-0.005981,0.039062,-0.000366,-0.03125,-0.003906,0.003906,5.167364,,,
7819393000,0.999207,-0.00592,0.039062,-0.000366,0.007812,-0.003906,0.003906,5.186695,,,
7838955000,0.999207,-0.00592,0.039062,-0.000366,0.007812,-0.003906,0.003906,5.206257,,,
7859364000,0.999207,-0.005981,0.039062,-0.000366,0.0,0.03125,0.003906,5.226666,4.33,5.11,2.35
7885306000,0.999207,-0.005981,0.039062,-0.000366,0.0,-0.003906,-0.035156,5.252608,,,
7898823000,0.999207,-0.005981,0.039062,-0.000366,0.0,-0.003906,-0.035156,5.266125,,,
7918757000,0.999207,-0.005981,0.039062,-0.000366,0.0,-0.003906,0.003906,5.286059,,,
