timestamp_ns,qw,qx,qy,qz,ax,ay,az,t_sec,dist_e05a1,dist_48e72,dist_83a8d
2692681000,0.999207,-0.005981,0.039246,-0.000183,0.0,0.003906,0.003906,0.059983,4.4,5.13,2.37
2704986000,0.999207,-0.005981,0.039246,-0.000183,0.0,0.003906,0.003906,0.072288,,,
2722792000,0.999207,-0.00592,0.039246,-0.000244,0.0,0.003906,0.003906,0.090094,,,
2733088000,0.999207,-0.00592,0.039307,-0.000244,-0.03125,0.003906,0.003906,0.10039,,,
2743627000,0.999207,-0.00592,0.039246,-0.000244,0.007812,0.003906,0.042969,0.110929,,,
2753179000,0.999207,-0.00592,0.039246,-0.000244,-0.03125,0.003906,0.003906,0.120481,,,
2762977000,0.999207,-0.00592,0.039246,-0.000244,-0.03125,0.003906,0.003906,0.130279,,,
2773406000,0.999207,-0.00592,0.039246,-0.000244,-0.03125,0.003906,0.003906,0.140708,,,
2782921000,0.999207,-0.00592,0.039246,-0.000244,0.007812,0.003906,0.035156,0.150223,,,
2793108000,0.999207,-0.00592,0.039307,-0.000244,0.007812,0.003906,-0.003906,0.16041,,,
2803135000,0.999207,-0.005981,0.039307,-0.000244,0.007812,0.003906,-0.003906,0.170437,,,
2813194000,0.999207,-0.00592,0.039307,-0.000244,0.007812,0.003906,-0.003906,0.180496,,,
2823244000,0.999207,-0.005981,0.039307,-0.000244,0.007812,0.003906,-0.003906,0.190546,,,
2842583000,0.999207,-0.00592,0.039307,-0.000244,0.007812,0.003906,-0.003906,0.209885,4.37,5.13,2.38
2862774000,0.999207,-0.00592,0.039307,-0.000244,0.007812,0.003906,-0.003906,0.230076,,,
2882811000,0.999207,-0.00592,0.039307,-0.000183,0.007812,0.003906,-0.003906,0.250113,,,
2902770000,0.999207,-0.005981,0.039246,-0.000183,-0.03125,0.003906,-0.003906,0.270072,,,
2933222000,0.999207,-0.00592,0.039246,-0.000244,0.007812,0.003906,0.035156,0.300524,,,
2942651000,0.999207,-0.00592,0.039246,-0.000244,-0.03125,0.039062,-0.003906,0.309953,,,
2962941000,0.999207,-0.005981,0.039246,-0.000244,0.007812,0.003906,-0.003906,0.330243,,,
2982368000,0.999207,-0.005981,0.039246,-0.000244,-0.03125,0.003906,-0.003906,0.34967,,,
3008739000,0.999207,-0.005981,0.039246,-0.000244,0.007812,0.003906,-0.003906,0.376041,,,
3022572000,0.999207,-0.005981,0.039246,-0.000244,-0.03125,0.003906,-0.003906,0.389874,,,
3042609000,0.999207,-0.005981,0.039246,-0.000244,0.015625,0.003906,0.035156,0.409911,4.37,5.15,2.39
3072427000,0.999207,-0.006042,0.039185,-0.000244,-0.023438,0.003906,-0.003906,0.439729,,,
3082446000,0.999207,-0.006042,0.039185,-0.000244,-0.023438,0.003906,0.035156,0.449748,,,
3102448000,0.999207,-0.006042,0.039185,-0.000244,0.015625,0.039062,0.035156,0.46975,,,
3122234000,0.999207,-0.006042,0.039185,-0.000183,0.015625,0.003906,0.035156,0.489536,,,
3152212000,0.999207,-0.006042,0.039185,-0.000244,0.015625,0.003906,-0.003906,0.519514,,,
3166571000,0.999207,-0.005981,0.039185,-0.000244,0.015625,0.003906,-0.003906,0.533873,,,
3181904000,0.999207,-0.005981,0.039185,-0.000244,-0.023438,0.003906,-0.003906,0.549206,,,
3201871000,0.999207,-0.006042,0.039185,-0.000244,0.015625,-0.035156,0.027344,0.569173,,,
3227507000,0.999207,-0.006042,0.039185,-0.000244,-0.023438,0.003906,0.027344,0.594809,,,
3242003000,0.999207,-0.006042,0.039185,-0.000244,0.015625,0.003906,0.027344,0.609305,4.35,5.13,2.37
3265273000,0.999207,-0.006042,0.039185,-0.000244,0.015625,0.003906,0.027344,0.632575,,,
3282093000,0.999207,-0.006042,0.039124,-0.000305,0.015625,0.003906,-0.011719,0.649395,,,
3301804000,0.999207,-0.006042,0.039124,-0.000305,0.015625,0.003906,0.027344,0.669106,,,
3321210000,0.999207,-0.006042,0.039124,-0.000244,-0.023438,0.003906,-0.011719,0.688512,,,
3342816000,0.999207,-0.006042,0.039124,-0.000244,0.015625,0.003906,0.027344,0.710118,,,
3366669000,0.999207,-0.006042,0.039124,-0.000244,-0.023438,0.003906,-0.011719,0.733971,,,
3381190000,0.999207,-0.006104,0.039124,-0.000244,0.015625,0.003906,-0.011719,0.748492,,,
3401591000,0.999207,-0.006042,0.039124,-0.000244,0.015625,0.003906,-0.011719,0.768893,,,
3427353000,0.999207,-0.006042,0.039124,-0.000244,-0.023438,0.039062,-0.011719,0.794655,,,
3440857000,0.999207,-0.006042,0.039124,-0.000244,-0.023438,0.003906,0.027344,0.808159,4.4,5.11,2.36
3461375000,0.999207,-0.006042,0.039124,-0.000244,0.015625,0.003906,0.027344,0.828677,,,
3486137000,0.999207,-0.005981,0.039124,-0.000244,-0.023438,0.003906,-0.011719,0.853439,,,
3501039000,0.999207,-0.005981,0.039124,-0.000244,-0.023438,0.039062,-0.011719,0.868341,,,
3522699000,0.999207,-0.005981,0.039124,-0.000244,0.015625,0.003906,0.027344,0.890001,,,
3546670000,0.999207,-0.006042,0.039124,-0.000244,0.015625,0.003906,-0.011719,0.913972,,,
3560434000,0.999207,-0.006042,0.039124,-0.000244,-0.023438,0.003906,-0.011719,0.927736,,,
3580587000,0.999207,-0.006042,0.039124,-0.000244,-0.023438,0.003906,0.027344,0.947889,,,
3605077000,0.999207,-0.006042,0.039124,-0.000244,0.015625,0.003906,0.027344,0.972379,,,
3620330000,0.999207,-0.006042,0.039124,-0.000244,0.015625,0.003906,0.027344,0.987632,,,
3650974000,0.999207,-0.006042,0.039124,-0.000244,-0.023438,0.003906,-0.011719,1.018276,4.35,5.14,2.38
3659966000,0.999207,-0.006042,0.039124,-0.000244,0.015625,0.003906,-0.011719,1.027268,,,
3680051000,0.999207,-0.006042,0.039124,-0.000244,0.015625,0.003906,0.027344,1.047353,,,
3710448000,0.999207,-0.006042,0.039124,-0.000244,0.015625,0.003906,0.027344,1.07775,,,
3720498000,0.999207,-0.006042,0.039124,-0.000244,0.015625,0.003906,0.027344,1.0878,,,
3740895000,0.999207,-0.006042,0.039124,-0.000244,0.015625,0.039062,0.027344,1.108197,,,
3765948000,0.999207,-0.006042,0.039124,-0.000244,0.015625,0.003906,-0.011719,1.13325,,,
3779768000,0.999207,-0.006042,0.039124,-0.000244,-0.023438,0.003906,-0.011719,1.14707,,,
3800004000,0.999207,-0.006042,0.039124,-0.000244,0.015625,0.003906,0.027344,1.167306,,,
3821030000,0.999207,-0.006042,0.039124,-0.000244,0.015625,0.003906,0.027344,1.188332,,,
3846097000,0.999207,-0.006042,0.039124,-0.000244,-0.023438,0.003906,0.027344,1.213399,4.36,5.09,2.36
3861674000,0.999207,-0.006042,0.039124,-0.000244,0.015625,0.003906,0.027344,1.228976,,,
3885320000,0.999207,-0.006042,0.039124,-0.000244,-0.03125,0.003906,0.019531,1.252622,,,
3899826000,0.999207,-0.006042,0.039124,-0.000244,-0.03125,0.039062,-0.019531,1.267128,,,
3919918000,0.999207,-0.006042,0.039124,-0.000244,0.015625,0.003906,0.019531,1.28722,,,
3946627000,0.999207,-0.006042,0.039124,-0.000244,0.015625,0.003906,0.019531,1.313929,,,
3959697000,0.999207,-0.006042,0.039124,-0.000244,0.007812,0.003906,0.019531,1.326999,,,
3979391000,0.999207,-0.006042,0.039124,-0.000244,-0.03125,0.003906,0.019531,1.346693,,,
4006561000,0.999207,-0.006042,0.039124,-0.000244,0.007812,0.003906,0.019531,1.373863,,,
4019784000,0.999207,-0.006042,0.039124,-0.000244,-0.03125,0.003906,0.019531,1.387086,,,
4041440000,0.999207,-0.006042,0.039124,-0.000244,-0.023438,0.039062,-0.019531,1.408742,,,
4069512000,0.999207,-0.006042,0.039124,-0.000244,0.015625,0.003906,-0.019531,1.436814,4.39,5.13,2.35
4079150000,0.999207,-0.006042,0.039124,-0.000244,0.015625,0.039062,-0.019531,1.446452,,,
4099886000,0.999207,-0.006042,0.039124,-0.000244,0.007812,0.003906,0.019531,1.467188,,,
4125692000,0.999207,-0.006042,0.039124,-0.000244,0.007812,0.003906,0.019531,1.492994,,,
4138966000,0.999207,-0.006042,0.039124,-0.000244,0.007812,0.003906,-0.019531,1.506268,,,
4159389000,0.999207,-0.006042,0.039124,-0.000244,0.007812,0.003906,0.019531,1.526691,,,
4189157000,0.999207,-0.006042,0.039124,-0.000244,0.007812,0.003906,0.019531,1.556459,,,
4198550000,0.999207,-0.006042,0.039124,-0.000244,0.007812,0.003906,0.019531,1.565852,,,
4228691000,0.999207,-0.006042,0.039124,-0.000244,0.007812,0.003906,0.019531,1.595993,,,
4238497000,0.999207,-0.006042,0.039124,-0.000244,-0.03125,0.003906,0.019531,1.605799,,,
4258383000,0.999207,-0.006042,0.039124,-0.000244,0.007812,0.003906,0.019531,1.625685,4.39,5.11,2.39
4278328000,0.999207,-0.006042,0.039124,-0.000244,-0.03125,0.003906,0.019531,1.64563,,,
4308823000,0.999207,-0.006042,0.039124,-0.000244,-0.03125,0.003906,0.019531,1.676125,,,
4318276000,0.999207,-0.006042,0.039124,-0.000244,0.007812,0.039062,0.019531,1.685578,,,
4339593000,0.999207,-0.006042,0.039124,-0.000244,-0.023438,0.003906,-0.019531,1.706895,,,
4368408000,0.999207,-0.006042,0.039124,-0.000244,0.015625,0.003906,0.019531,1.73571,,,
4379275000,0.999207,-0.006042,0.039124,-0.000244,0.015625,0.003906,0.019531,1.746577,,,
4398393000,0.999207,-0.006042,0.039124,-0.000244,0.054688,0.003906,0.019531,1.765695,,,
4419522000,0.999207,-0.006042,0.039124,-0.000244,0.015625,0.003906,0.019531,1.786824,,,
4438221000,0.999207,-0.006042,0.039124,-0.000244,0.015625,-0.003906,0.019531,1.805523,,,
4458056000,0.999207,-0.006042,0.039124,-0.000244,0.007812,-0.003906,0.019531,1.825358,4.38,5.1,2.38
4488224000,0.999207,-0.006042,0.039124,-0.000244,0.007812,-0.003906,-0.019531,1.855526,,,
4497831000,0.999207,-0.006042,0.039124,-0.000244,0.007812,0.003906,-0.019531,1.865133,,,
4518273000,0.999207,-0.006042,0.039124,-0.000244,-0.03125,0.003906,0.019531,1.885575,,,
4548364000,0.999207,-0.006042,0.039124,-0.000244,0.007812,0.003906,0.019531,1.915666,,,
4558123000,0.999207,-0.006042,0.039124,-0.000244,0.007812,0.003906,0.019531,1.925425,,,
4577977000,0.999207,-0.006042,0.039124,-0.000244,0.007812,0.003906,0.011719,1.945279,,,
4608156000,0.999207,-0.006042,0.039124,-0.000244,0.007812,0.003906,-0.027344,1.975458,,,
4617781000,0.999207,-0.006042,0.039124,-0.000244,-0.03125,0.003906,0.011719,1.985083,,,
4639475000,0.999207,-0.006042,0.039124,-0.000244,0.007812,0.003906,0.011719,2.006777,,,
4660329000,0.999207,-0.006042,0.039124,-0.000244,-0.03125,0.003906,0.011719,2.027631,4.4,5.09,2.4
4677643000,0.999207,-0.006042,0.039124,-0.000244,-0.03125,0.003906,0.011719,2.044945,,,
4698178000,0.999207,-0.006042,0.039124,-0.000244,0.007812,0.003906,-0.019531,2.06548,,,
4717636000,0.999207,-0.006042,0.039124,-0.000244,0.007812,0.003906,0.019531,2.084938,,,
4744120000,0.999207,-0.006042,0.039124,-0.000244,0.007812,0.003906,0.019531,2.111422,,,
4771166000,0.999207,-0.006042,0.039124,-0.000244,0.007812,0.003906,0.019531,2.138468,,,
4787046000,0.999207,-0.006042,0.039124,-0.000244,-0.03125,0.003906,0.019531,2.154348,,,
4801884000,0.999207,-0.006042,0.039124,-0.000244,0.007812,0.003906,0.011719,2.169186,,,
4817360000,0.999207,-0.006042,0.039124,-0.000244,0.007812,0.003906,-0.027344,2.184662,,,
4837290000,0.999207,-0.006042,0.039124,-0.000244,0.007812,0.003906,0.011719,2.204592,,,
4859815000,0.999207,-0.006042,0.039124,-0.000244,0.046875,0.039062,0.011719,2.227117,4.38,5.11,2.33
4877211000,0.999207,-0.006042,0.039124,-0.000244,0.007812,-0.003906,-0.027344,2.244513,,,
4907080000,0.999207,-0.006042,0.039124,-0.000244,-0.03125,-0.003906,0.011719,2.274382,,,
4917091000,0.999207,-0.006042,0.039124,-0.000244,0.007812,-0.003906,-0.027344,2.284393,,,
4944035000,0.999207,-0.006042,0.039124,-0.000244,-0.03125,-0.003906,0.011719,2.311337,,,
4957183000,0.999207,-0.006042,0.039124,-0.000244,0.007812,-0.003906,0.050781,2.324485,,,
4977885000,0.999207,-0.006042,0.039124,-0.000244,-0.03125,-0.003906,0.011719,2.345187,,,
5003931000,0.999207,-0.006042,0.039124,-0.000244,0.007812,-0.003906,0.011719,2.371233,,,
5017299000,0.999207,-0.006042,0.039124,-0.000244,-0.03125,-0.003906,-0.027344,2.384601,,,
5037267000,0.999207,-0.006042,0.039124,-0.000244,-0.03125,0.003906,0.011719,2.404569,,,
5065908000,0.999207,-0.006042,0.039124,-0.000244,0.007812,0.003906,0.011719,2.43321,4.38,5.13,2.39
5076588000,0.999207,-0.006042,0.039124,-0.000244,-0.03125,0.003906,0.011719,2.44389,,,
5097145000,0.999207,-0.006042,0.039124,-0.000244,-0.03125,0.003906,0.011719,2.464447,,,
5118065000,0.999207,-0.006042,0.039124,-0.000244,0.007812,0.003906,-0.027344,2.485367,,,
5146653000,0.999207,-0.006042,0.039124,-0.000244,0.015625,0.003906,-0.027344,2.513955,,,
5157582000,0.999207,-0.006042,0.039124,-0.000244,0.015625,0.003906,0.011719,2.524884,,,
5177086000,0.999207,-0.006042,0.039124,-0.000244,-0.023438,0.003906,0.011719,2.544388,,,
5206506000,0.999207,-0.006042,0.039124,-0.000244,0.015625,0.003906,0.011719,2.573808,,,
5216100000,0.999207,-0.006042,0.039124,-0.000244,0.015625,0.003906,0.011719,2.583402,,,
5246361000,0.999207,-0.006042,0.039124,-0.000244,0.015625,0.003906,0.011719,2.613663,,,
5266291000,0.999207,-0.006042,0.039124,-0.000244,-0.023438,0.003906,-0.027344,2.633593,4.36,5.11,2.39
5276348000,0.999207,-0.006042,0.039124,-0.000244,0.015625,0.003906,-0.027344,2.64365,,,
5297057000,0.999207,-0.006042,0.039124,-0.000244,0.015625,-0.035156,0.011719,2.664359,,,
5319165000,0.999207,-0.006042,0.039124,-0.000244,0.015625,0.003906,0.011719,2.686467,,,
5336556000,0.999207,-0.006042,0.039124,-0.000244,-0.023438,0.003906,0.011719,2.703858,,,
5356693000,0.999207,-0.006042,0.039124,-0.000244,-0.023438,0.039062,0.011719,2.723995,,,
5377906000,0.999207,-0.006042,0.039124,-0.000244,-0.023438,-0.035156,-0.027344,2.745208,,,
5402634000,0.999207,-0.006042,0.039124,-0.000244,-0.023438,0.003906,0.011719,2.769936,,,
5416798000,0.999207,-0.006042,0.039124,-0.000244,0.015625,0.003906,0.011719,2.7841,,,
5436918000,0.999207,-0.006042,0.039124,-0.000244,0.015625,0.003906,0.011719,2.80422,,,
5465461000,0.999207,-0.006042,0.039124,-0.000244,0.015625,0.003906,0.011719,2.832763,4.35,5.12,2.4
5485518000,0.999207,-0.006042,0.039124,-0.000244,0.015625,0.003906,0.011719,2.85282,,,
5495290000,0.999207,-0.006042,0.039124,-0.000244,0.015625,0.003906,0.011719,2.862592,,,
5516703000,0.999207,-0.006042,0.039124,-0.000244,0.015625,0.003906,0.011719,2.884005,,,
5541821000,0.999207,-0.006042,0.039124,-0.000244,0.015625,0.003906,0.011719,2.909123,,,
5556231000,0.999207,-0.006042,0.039124,-0.000244,0.015625,0.003906,-0.027344,2.923533,,,
5585232000,0.999207,-0.006042,0.039124,-0.000244,0.015625,0.003906,0.011719,2.952534,,,
5595515000,0.999207,-0.006042,0.039124,-0.000244,0.015625,0.003906,-0.027344,2.962817,,,
5616692000,0.999207,-0.006042,0.039124,-0.000244,-0.023438,0.003906,-0.027344,2.983994,,,
5645069000,0.999207,-0.006042,0.039124,-0.000244,0.015625,0.003906,0.011719,3.012371,,,
5655327000,0.999207,-0.006042,0.039124,-0.000244,-0.023438,0.003906,0.011719,3.022629,4.35,5.1,2.32
5684661000,0.999207,-0.006042,0.039124,-0.000244,-0.023438,0.003906,0.011719,3.051963,,,
5696470000,0.999207,-0.006042,0.039124,-0.000244,0.015625,0.003906,0.011719,3.063772,,,
5724790000,0.999207,-0.006042,0.039124,-0.000244,-0.023438,0.003906,0.011719,3.092092,,,
5745175000,0.999207,-0.006042,0.039124,-0.000244,-0.023438,0.003906,-0.027344,3.112477,,,
5761813000,0.999207,-0.006042,0.039124,-0.000244,0.015625,0.003906,-0.027344,3.129115,,,
5777057000,0.999207,-0.006042,0.039124,-0.000244,0.015625,0.003906,-0.027344,3.144359,,,
5805034000,0.999207,-0.006042,0.039124,-0.000244,0.015625,0.003906,-0.027344,3.172336,,,
5824762000,0.999207,-0.006042,0.039124,-0.000244,0.015625,0.003906,0.011719,3.192064,,,
5835233000,0.999207,-0.006042,0.039124,-0.000244,-0.023438,0.003906,0.011719,3.202535,,,
5864573000,0.999207,-0.006042,0.039124,-0.000244,0.015625,0.003906,0.011719,3.231875,4.37,5.11,2.33
5886597000,0.999207,-0.006042,0.039124,-0.000244,0.015625,0.003906,0.011719,3.253899,,,
5904586000,0.999207,-0.006042,0.039124,-0.000244,0.015625,0.003906,-0.027344,3.271888,,,
5924180000,0.999207,-0.006042,0.039124,-0.000244,-0.023438,0.003906,0.011719,3.291482,,,
5935370000,0.999207,-0.006042,0.039124,-0.000244,-0.023438,-0.035156,0.011719,3.302672,,,
5964102000,0.999207,-0.006042,0.039124,-0.000244,0.015625,0.003906,0.011719,3.331404,,,
5986249000,0.999207,-0.006042,0.039124,-0.000244,-0.023438,0.003906,-0.027344,3.353551,,,
6004307000,0.999207,-0.006042,0.039124,-0.000244,0.054688,0.039062,0.011719,3.371609,,,
6029735000,0.999207,-0.006042,0.039124,-0.000244,0.015625,0.003906,0.011719,3.397037,,,
6044183000,0.999207,-0.006042,0.039124,-0.000244,-0.023438,0.039062,0.011719,3.411485,,,
