timestamp_ns,pos_x,pos_y
2573489000.0,2.07,0.7
2594286000.0,2.07,0.7
2603194000.0,2.07,0.7
2613582000.0,2.07,0.7
2623942000.0,2.07,0.7
2635356000.0,2.07,0.7
2643642000.0,2.07,0.7
2653648000.0,2.07,0.7
2663728000.0,2.07,0.7
2673774000.0,2.07,0.7
2683224000.0,2.07,0.7
2693774000.0,2.07,0.7
2704050000.0,2.07,0.7
2722784000.0,2.07,0.7
2743453000.0,2.07,0.7
2763187000.0,2.07,0.7
2783458000.0,2.07,0.7
2802721000.0,2.07,0.7
2828098000.0,2.07,0.7
2842957000.0,2.07,0.7
2862800000.0,2.07,0.7
2883278000.0,2.07,0.7
2907006000.0,2.07,0.7
2923118000.0,2.07,0.7
2942937000.0,2.07,0.7
2963342000.0,2.07,0.7
2982592000.0,2.07,0.7
3003121000.0,2.07,0.7
3022609000.0,2.07,0.7
3042266000.0,2.07,0.7
3064302000.0,2.07,0.7
3082811000.0,2.07,0.7
3102039000.0,2.07,0.7
3122036000.0,2.07,0.7
3142005000.0,2.07,0.7
3162298000.0,2.07,0.7
3187554000.0,2.07,0.7
3204569000.0,2.07,0.7
3225344000.0,2.07,0.7
3241933000.0,2.07,0.7
3262329000.0,2.07,0.7
3285012000.0,2.07,0.7
3302155000.0,2.07,0.7
3321822000.0,2.07,0.7
3347380000.0,2.07,0.7
3361590000.0,2.07,0.7
3381603000.0,2.07,0.7
3403014000.0,2.07,0.7
3425767000.0,2.07,0.7
3441149000.0,2.07,0.7
3461771000.0,2.07,0.7
3481978000.0,2.07,0.7
3500874000.0,2.07,0.7
3531591000.0,2.07,0.7
3541391000.0,2.07,0.7
3560573000.0,2.07,0.7
3591227000.0,2.07,0.7
3604669000.0,2.07,0.7
3620746000.0,2.07,0.7
3643319000.0,2.07,0.7
3660275000.0,2.07,0.7
3684986000.0,2.07,0.7
3700080000.0,2.07,0.7
3724812000.0,2.07,0.7
3743274000.0,2.07,0.7
3760062000.0,2.07,0.7
3784346000.0,2.07,0.7
3799796000.0,2.07,0.7
3819671000.0,2.07,0.7
3840941000.0,2.07,0.7
3859708000.0,2.07,0.7
3879849000.0,2.07,0.7
3901137000.0,2.07,0.7
3926730000.0,2.07,0.7
3939712000.0,2.07,0.7
3959416000.0,2.07,0.7
3979455000.0,2.07,0.7
4004008000.0,2.07,0.7
4019630000.0,2.07,0.7
4039365000.0,2.07,0.7
4062174000.0,2.07,0.7
4084657000.0,2.07,0.7
4099308000.0,2.07,0.7
4119638000.0,2.07,0.7
4149605000.0,2.07,0.7
4159830000.0,2.07,0.7
4178802000.0,2.07,0.7
4199610000.0,2.07,0.7
4224450000.0,2.07,0.7
4239110000.0,2.07,0.7
4259830000.0,2.07,0.7
4289578000.0,2.07,0.7
4298651000.0,2.07,0.7
4318965000.0,2.07,0.7
4338790000.0,2.07,0.7
4358434000.0,2.07,0.7
4378154000.0,2.07,0.7
4398215000.0,2.07,0.7
4428650000.0,2.07,0.7
4438353000.0,2.07,0.7
4457990000.0,2.07,0.7
4478136000.0,2.07,0.7
4501242000.0,2.07,0.7
4519081000.0,2.07,0.7
4548572000.0,2.07,0.7
4557694000.0,2.07,0.7
4578108000.0,2.07,0.7
4608149000.0,2.07,0.7
4617694000.0,2.07,0.7
4650603000.0,2.07,0.7
4657763000.0,2.07,0.7
4682859000.0,2.07,0.7
4697658000.0,2.07,0.7
4717684000.0,2.07,0.7
4747303000.0,2.07,0.7
4757645000.0,2.07,0.7
4781685000.0,2.07,0.7
4797717000.0,2.07,0.7
4817431000.0,2.07,0.7
4847858000.0,2.07,0.7
4857352000.0,2.07,0.7
4877545000.0,2.07,0.7
4903040000.0,2.07,0.7
4917184000.0,2.07,0.7
4937088000.0,2.07,0.7
4958197000.0,2.07,0.7
4976974000.0,2.07,0.7
4997040000.0,2.07,0.7
5022299000.0,2.07,0.7
5036944000.0,2.07,0.7
5057354000.0,2.07,0.7
5076973000.0,2.07,0.7
5096917000.0,2.07,0.7
5116924000.0,2.07,0.7
5137145000.0,2.07,0.7
5166112000.0,2.07,0.7
5176706000.0,2.07,0.7
5206264000.0,2.07,0.7
5216262000.0,2.07,0.7
5236876000.0,2.07,0.7
5266470000.0,2.07,0.7
5276000000.0,2.07,0.7
5296800000.0,2.07,0.7
5316764000.0,2.07,0.7
5345831000.0,2.07,0.7
5355968000.0,2.07,0.7
5386290000.0,2.07,0.7
5401377000.0,2.07,0.7
5416056000.0,2.07,0.7
5436415000.0,2.07,0.7
5465399000.0,2.07,0.7
5475826000.0,2.07,0.7
5500377000.0,2.07,0.7
5516398000.0,2.07,0.7
5546586000.0,2.07,0.7
5555322000.0,2.07,0.7
5576434000.0,2.07,0.7
5596320000.0,2.07,0.7
5616507000.0,2.07,0.7
5636515000.0,2.07,0.7
5656172000.0,2.07,0.7
5685377000.0,2.07,0.7
5695268000.0,2.07,0.7
5726121000.0,2.07,0.7
5735319000.0,2.07,0.7
5756031000.0,2.07,0.7
5776405000.0,2.07,0.7
5806293000.0,2.07,0.7
5824544000.0,2.07,0.7
5835107000.0,2.07,0.7
5865753000.0,2.07,0.7
5884895000.0,2.07,0.7
5895140000.0,2.07,0.7
5924329000.0,2.07,0.7
5944083000.0,2.07,0.7
5964833000.0,2.07,0.7
5984496000.0,2.07,0.7
6004699000.0,2.07,0.7
6024172000.0,2.07,0.7
6049098000.0,2.07,0.7
6065410000.0,2.07,0.7
6084718000.0,2.07,0.7
6103606000.0,2.07,0.7
6124847000.0,2.07,0.7
6143912000.0,2.07,0.7
6163809000.0,2.07,0.7
6183820000.0,2.07,0.7
6207642000.0,2.07,0.7
6224153000.0,2.07,0.7
6243618000.0,2.07,0.7
6263474000.0,2.07,0.7
6288386000.0,2.07,0.7
6303777000.0,2.07,0.7
6324114000.0,2.07,0.7
6345676000.0,2.07,0.7
6363482000.0,2.07,0.7
6383782000.0,2.07,0.7
6402916000.0,2.07,0.7
6424206000.0,2.07,0.7
6442809000.0,2.07,0.7
6463004000.0,2.07,0.7
6482100000.0,2.07,0.7
6504614000.0,2.07,0.7
6522745000.0,2.07,0.7
6542442000.0,2.07,0.7
6563117000.0,2.07,0.7
6588324000.0,2.07,0.7
6603294000.0,2.07,0.7
6622202000.0,2.07,0.7
6646072000.0,2.07,0.7
6662775000.0,2.07,0.7
6682434000.0,2.07,0.7
6702132000.0,2.07,0.7
6725498000.0,2.07,0.7
6741827000.0,2.07,0.7
