timestamp_ns,mac_address,distance
2441692000,48e72903b3fc,2.81
2441692000,83a8d3e15c4,3.86
2441692000,e05a1b1fafc4,1.53
2645689000,48e72903b3fc,2.82
2645689000,83a8d3e15c4,3.87
2645689000,e05a1b1fafc4,1.55
2848708000,48e72903b3fc,2.82
2848708000,83a8d3e15c4,3.87
2848708000,e05a1b1fafc4,1.53
3048771000,48e72903b3fc,2.83
3048771000,83a8d3e15c4,3.88
3048771000,e05a1b1fafc4,1.54
3248673000,48e72903b3fc,2.82
3248673000,83a8d3e15c4,3.87
3248673000,e05a1b1fafc4,1.57
3450697000,48e72903b3fc,2.81
3450697000,83a8d3e15c4,3.87
3450697000,e05a1b1fafc4,1.49
3650669000,48e72903b3fc,2.83
3650669000,83a8d3e15c4,3.89
3650669000,e05a1b1fafc4,1.54
3850611000,48e72903b3fc,2.83
3850611000,83a8d3e15c4,3.91
3850611000,e05a1b1fafc4,1.54
4050703000,48e72903b3fc,2.83
4050703000,83a8d3e15c4,3.92
4050703000,e05a1b1fafc4,1.52
4250608000,48e72903b3fc,2.84
4250608000,83a8d3e15c4,3.91
4250608000,e05a1b1fafc4,1.53
4450697000,48e72903b3fc,2.82
4450697000,83a8d3e15c4,3.90
4450697000,e05a1b1fafc4,1.49
4650746000,48e72903b3fc,2.83
4650746000,83a8d3e15c4,3.90
4650746000,e05a1b1fafc4,1.56
4850713000,48e72903b3fc,2.84
4850713000,83a8d3e15c4,3.89
4850713000,e05a1b1fafc4,1.56
5050684000,48e72903b3fc,2.81
5050684000,83a8d3e15c4,3.91
5050684000,e05a1b1fafc4,1.54
5250714000,48e72903b3fc,2.80
5250714000,83a8d3e15c4,3.89
5250714000,e05a1b1fafc4,1.56
5450662000,48e72903b3fc,2.82
5450662000,83a8d3e15c4,3.87
5450662000,e05a1b1fafc4,1.52
5651765000,48e72903b3fc,2.82
5651765000,83a8d3e15c4,3.88
5651765000,e05a1b1fafc4,1.53
5851739000,48e72903b3fc,2.83
5851739000,83a8d3e15c4,3.91
5851739000,e05a1b1fafc4,1.56
6054582000,48e72903b3fc,2.82
