timestamp_ns,qw,qx,qy,qz,ax,ay,az
2662944000,0.999817,-0.015564,0.013550,-0.000244,0.003906,0.000000,-0.035156
2672345000,0.999817,-0.015564,0.013611,-0.000244,-0.031250,0.000000,0.003906
2683387000,0.999817,-0.015564,0.013611,-0.000244,-0.031250,0.000000,-0.035156
2692140000,0.999817,-0.015503,0.013611,-0.000244,-0.031250,0.000000,0.003906
2702473000,0.999817,-0.015503,0.013611,-0.000244,0.003906,0.000000,-0.035156
2712954000,0.999817,-0.015503,0.013611,-0.000183,0.003906,0.000000,0.003906
2722672000,0.999817,-0.015564,0.013611,-0.000183,0.003906,0.000000,0.003906
2732698000,0.999817,-0.015564,0.013611,-0.000183,-0.031250,0.000000,0.003906
2742630000,0.999817,-0.015564,0.013611,-0.000244,-0.031250,0.000000,0.003906
2752372000,0.999817,-0.015503,0.013611,-0.000244,0.003906,0.000000,0.011719
2762295000,0.999817,-0.015503,0.013611,-0.000244,0.003906,0.000000,0.011719
2771987000,0.999817,-0.015503,0.013611,-0.000244,-0.031250,0.000000,0.011719
2792562000,0.999817,-0.015503,0.013611,-0.000244,-0.023438,0.000000,0.011719
2812438000,0.999817,-0.015503,0.013611,-0.000244,-0.023438,0.000000,0.011719
2832393000,0.999817,-0.015442,0.013611,-0.000244,-0.023438,0.000000,-0.027344
2852705000,0.999817,-0.015503,0.013611,-0.000244,-0.015625,0.000000,-0.027344
2872073000,0.999817,-0.015442,0.013611,-0.000244,-0.015625,0.000000,0.011719
2902704000,0.999817,-0.015442,0.013611,-0.000244,0.019531,0.000000,0.011719
2911914000,0.999817,-0.015442,0.013611,-0.000244,-0.015625,0.000000,0.011719
2932048000,0.999817,-0.015442,0.013672,-0.000244,0.019531,0.000000,0.011719
2951602000,0.999817,-0.015442,0.013611,-0.000244,0.019531,0.035156,-0.027344
2971986000,0.999817,-0.015503,0.013611,-0.000244,-0.015625,0.000000,0.011719
2992055000,0.999817,-0.015503,0.013672,-0.000244,-0.015625,0.000000,0.011719
3018111000,0.999817,-0.015503,0.013611,-0.000244,-0.015625,0.000000,-0.027344
3032164000,0.999817,-0.015564,0.013611,-0.000244,0.019531,0.000000,-0.027344
3052393000,0.999817,-0.015564,0.013611,-0.000244,0.019531,0.000000,0.011719
3071496000,0.999817,-0.015564,0.013611,-0.000244,0.019531,0.000000,0.011719
3094157000,0.999817,-0.015564,0.013611,-0.000244,-0.015625,0.000000,0.011719
3115098000,0.999817,-0.015503,0.013611,-0.000244,0.019531,0.000000,0.011719
3131732000,0.999817,-0.015503,0.013611,-0.000244,-0.015625,0.000000,0.011719
3151675000,0.999817,-0.015503,0.013611,-0.000244,-0.015625,0.000000,0.011719
3171196000,0.999817,-0.015503,0.013611,-0.000244,-0.015625,0.000000,0.011719
3196023000,0.999817,-0.015503,0.013611,-0.000244,-0.015625,0.000000,0.011719
3211050000,0.999817,-0.015503,0.013611,-0.000305,0.019531,0.000000,0.011719
3230769000,0.999817,-0.015503,0.013611,-0.000244,-0.015625,0.000000,0.011719
3252818000,0.999817,-0.015503,0.013611,-0.000305,0.019531,0.000000,-0.027344
3271491000,0.999817,-0.015503,0.013611,-0.000305,-0.015625,0.000000,0.011719
3290589000,0.999817,-0.015503,0.013611,-0.000305,0.019531,0.000000,0.011719
3311907000,0.999817,-0.015503,0.013611,-0.000305,0.019531,0.000000,0.011719
3336250000,0.999817,-0.015503,0.013550,-0.000305,0.019531,0.000000,0.011719
3351049000,0.999817,-0.015503,0.013550,-0.000305,-0.015625,0.000000,0.011719
3370969000,0.999817,-0.015442,0.013550,-0.000305,-0.015625,0.000000,-0.027344
3391023000,0.999817,-0.015442,0.013550,-0.000305,-0.015625,0.000000,-0.027344
3412938000,0.999817,-0.015503,0.013550,-0.000305,-0.015625,0.000000,-0.027344
3430927000,0.999817,-0.015442,0.013611,-0.000305,-0.015625,0.000000,0.019531
3450257000,0.999817,-0.015442,0.013611,-0.000244,0.019531,0.000000,0.019531
3471089000,0.999817,-0.015442,0.013611,-0.000305,0.019531,-0.039062,0.019531
3490661000,0.999817,-0.015442,0.013611,-0.000305,-0.015625,0.000000,-0.019531
3511114000,0.999817,-0.015442,0.013611,-0.000305,0.019531,0.000000,-0.019531
3535212000,0.999817,-0.015442,0.013611,-0.000305,-0.015625,0.000000,0.019531
3550046000,0.999817,-0.015503,0.013550,-0.000305,-0.015625,0.000000,-0.019531
3570613000,0.999817,-0.015442,0.013611,-0.000305,-0.015625,0.000000,0.019531
3590555000,0.999817,-0.015442,0.013550,-0.000305,0.019531,0.000000,-0.019531
3619976000,0.999817,-0.015503,0.013550,-0.000305,-0.015625,0.035156,0.019531
3630223000,0.999817,-0.015503,0.013550,-0.000305,-0.015625,0.000000,0.019531
3649900000,0.999817,-0.015503,0.013550,-0.000305,-0.054688,0.000000,-0.019531
3669730000,0.999817,-0.015503,0.013550,-0.000305,-0.007812,0.000000,-0.019531
3699763000,0.999817,-0.015503,0.013550,-0.000305,-0.007812,0.000000,0.058594
3709811000,0.999817,-0.015503,0.013550,-0.000305,0.027344,0.035156,0.019531
3729770000,0.999817,-0.015503,0.013550,-0.000305,-0.007812,0.000000,-0.019531
3749379000,0.999817,-0.015503,0.013550,-0.000305,-0.007812,0.000000,-0.019531
3772096000,0.999817,-0.015503,0.013550,-0.000305,-0.007812,0.000000,0.019531
3789051000,0.999817,-0.015503,0.013550,-0.000305,-0.007812,0.000000,0.019531
3808938000,0.999817,-0.015503,0.013550,-0.000305,-0.007812,0.000000,0.019531
3831873000,0.999817,-0.015503,0.013550,-0.000305,-0.007812,0.000000,0.019531
3853548000,0.999817,-0.015503,0.013550,-0.000305,-0.007812,0.000000,0.019531
3869372000,0.999817,-0.015503,0.013550,-0.000305,-0.007812,0.000000,0.019531
3889453000,0.999817,-0.015503,0.013550,-0.000305,-0.007812,0.000000,0.011719
3911892000,0.999817,-0.015503,0.013550,-0.000305,-0.007812,0.000000,0.011719
3939150000,0.999817,-0.015503,0.013550,-0.000305,-0.007812,0.035156,0.011719
3949526000,0.999817,-0.015503,0.013550,-0.000305,-0.007812,0.000000,0.011719
3968708000,0.999817,-0.015503,0.013550,-0.000305,0.027344,0.000000,0.011719
3999331000,0.999817,-0.015503,0.013550,-0.000305,0.027344,0.000000,0.011719
4008486000,0.999817,-0.015503,0.013550,-0.000305,-0.007812,0.000000,0.011719
4028647000,0.999817,-0.015503,0.013550,-0.000305,0.027344,0.000000,0.011719
4049437000,0.999817,-0.015503,0.013550,-0.000305,-0.007812,0.000000,-0.027344
4075265000,0.999817,-0.015503,0.013550,-0.000305,-0.007812,0.000000,0.011719
