timestamp_ns,qw,qx,qy,qz,ax,ay,az,t_sec,dist_83a8d,dist_e05a1,dist_48e72
2662944000,0.999817,-0.015564,0.01355,-0.000244,0.003906,0.0,-0.035156,0.069241,2.72,4.97,6.1
2672345000,0.999817,-0.015564,0.013611,-0.000244,-0.03125,0.0,0.003906,0.078642,,,
2683387000,0.999817,-0.015564,0.013611,-0.000244,-0.03125,0.0,-0.035156,0.089684,,,
2692140000,0.999817,-0.015503,0.013611,-0.000244,-0.03125,0.0,0.003906,0.098437,,,
2702473000,0.999817,-0.015503,0.013611,-0.000244,0.003906,0.0,-0.035156,0.10877,,,
2712954000,0.999817,-0.015503,0.013611,-0.000183,0.003906,0.0,0.003906,0.119251,,,
2722672000,0.999817,-0.015564,0.013611,-0.000183,0.003906,0.0,0.003906,0.128969,,,
2732698000,0.999817,-0.015564,0.013611,-0.000183,-0.03125,0.0,0.003906,0.138995,,,
2742630000,0.999817,-0.015564,0.013611,-0.000244,-0.03125,0.0,0.003906,0.148927,,,
2752372000,0.999817,-0.015503,0.013611,-0.000244,0.003906,0.0,0.011719,0.158669,,,
2762295000,0.999817,-0.015503,0.013611,-0.000244,0.003906,0.0,0.011719,0.168592,,,
2771987000,0.999817,-0.015503,0.013611,-0.000244,-0.03125,0.0,0.011719,0.178284,,,
2792562000,0.999817,-0.015503,0.013611,-0.000244,-0.023438,0.0,0.011719,0.198859,,,
2812438000,0.999817,-0.015503,0.013611,-0.000244,-0.023438,0.0,0.011719,0.218735,2.67,4.98,6.09
2832393000,0.999817,-0.015442,0.013611,-0.000244,-0.023438,0.0,-0.027344,0.23869,,,
2852705000,0.999817,-0.015503,0.013611,-0.000244,-0.015625,0.0,-0.027344,0.259002,,,
2872073000,0.999817,-0.015442,0.013611,-0.000244,-0.015625,0.0,0.011719,0.27837,,,
2902704000,0.999817,-0.015442,0.013611,-0.000244,0.019531,0.0,0.011719,0.309001,,,
2911914000,0.999817,-0.015442,0.013611,-0.000244,-0.015625,0.0,0.011719,0.318211,,,
2932048000,0.999817,-0.015442,0.013672,-0.000244,0.019531,0.0,0.011719,0.338345,,,
2951602000,0.999817,-0.015442,0.013611,-0.000244,0.019531,0.035156,-0.027344,0.357899,,,
2971986000,0.999817,-0.015503,0.013611,-0.000244,-0.015625,0.0,0.011719,0.378283,,,
2992055000,0.999817,-0.015503,0.013672,-0.000244,-0.015625,0.0,0.011719,0.398352,,,
3018111000,0.999817,-0.015503,0.013611,-0.000244,-0.015625,0.0,-0.027344,0.424408,2.7,4.94,6.1
