timestamp_ns,mac_address,distance
2467688000,83a8d3e15c4,3.86
2467688000,48e72903b3fc,2.81
2467688000,e05a1b1fafc4,1.54
2671743000,83a8d3e15c4,3.90
2671743000,48e72903b3fc,2.89
2671743000,e05a1b1fafc4,1.53
2873644000,83a8d3e15c4,3.86
2873644000,48e72903b3fc,2.84
2873644000,e05a1b1fafc4,1.54
3073806000,83a8d3e15c4,3.88
3073806000,48e72903b3fc,2.85
3073806000,e05a1b1fafc4,1.53
3273668000,83a8d3e15c4,3.85
3273668000,48e72903b3fc,2.81
3273668000,e05a1b1fafc4,1.53
3473607000,83a8d3e15c4,3.90
3473607000,48e72903b3fc,2.83
3473607000,e05a1b1fafc4,1.54
3673600000,83a8d3e15c4,3.86
3673600000,48e72903b3fc,2.79
3673600000,e05a1b1fafc4,1.54
3873681000,83a8d3e15c4,3.92
3873681000,48e72903b3fc,2.88
3873681000,e05a1b1fafc4,1.55
4073615000,83a8d3e15c4,3.90
4073615000,48e72903b3fc,2.75
4073615000,e05a1b1fafc4,1.52
4273619000,83a8d3e15c4,3.88
4273619000,48e72903b3fc,2.79
4273619000,e05a1b1fafc4,1.54
4473668000,83a8d3e15c4,3.88
4473668000,48e72903b3fc,2.84
4473668000,e05a1b1fafc4,1.53
4673746000,83a8d3e15c4,3.87
4673746000,48e72903b3fc,2.86
4673746000,e05a1b1fafc4,1.54
4873736000,83a8d3e15c4,3.89
4873736000,48e72903b3fc,2.95
4873736000,e05a1b1fafc4,1.51
5073685000,83a8d3e15c4,3.91
5073685000,48e72903b3fc,2.87
5073685000,e05a1b1fafc4,1.52
5274716000,83a8d3e15c4,3.89
5274716000,48e72903b3fc,2.90
5274716000,e05a1b1fafc4,1.53
5474734000,83a8d3e15c4,3.90
5474734000,48e72903b3fc,2.91
5474734000,e05a1b1fafc4,1.57
5674714000,83a8d3e15c4,3.91
5674714000,48e72903b3fc,2.95
5674714000,e05a1b1fafc4,1.54
5874782000,83a8d3e15c4,3.93
5874782000,48e72903b3fc,2.94
5874782000,e05a1b1fafc4,1.54
6074669000,83a8d3e15c4,3.89
6074669000,48e72903b3fc,2.92
6074669000,e05a1b1fafc4,1.53
6277736000,83a8d3e15c4,3.91
6277736000,48e72903b3fc,2.94
6277736000,e05a1b1fafc4,1.56
6477794000,83a8d3e15c4,3.92
6477794000,48e72903b3fc,2.89
6477794000,e05a1b1fafc4,1.53
6677659000,83a8d3e15c4,3.88
6677659000,48e72903b3fc,2.86
6677659000,e05a1b1fafc4,1.55
6880641000,83a8d3e15c4,3.86
6880641000,48e72903b3fc,2.81
6880641000,e05a1b1fafc4,1.53
7080731000,83a8d3e15c4,3.89
7080731000,48e72903b3fc,2.83
7080731000,e05a1b1fafc4,1.55
7280756000,83a8d3e15c4,3.89
7280756000,48e72903b3fc,2.78
7280756000,e05a1b1fafc4,1.55
7480775000,83a8d3e15c4,3.92
7480775000,48e72903b3fc,2.79
7480775000,e05a1b1fafc4,1.53
7680648000,83a8d3e15c4,3.92
7680648000,48e72903b3fc,2.84
7680648000,e05a1b1fafc4,1.51
7880692000,83a8d3e15c4,3.87
7880692000,48e72903b3fc,2.86
7880692000,e05a1b1fafc4,1.54
8081653000,83a8d3e15c4,3.92
8081653000,48e72903b3fc,2.78
8081653000,e05a1b1fafc4,1.52
8281710000,83a8d3e15c4,3.85
8281710000,48e72903b3fc,2.82
8281710000,e05a1b1fafc4,1.54
8481758000,83a8d3e15c4,3.90
8481758000,48e72903b3fc,2.82
8481758000,e05a1b1fafc4,1.54
8685650000,83a8d3e15c4,3.89
8685650000,48e72903b3fc,2.81
8685650000,e05a1b1fafc4,1.54
8886749000,83a8d3e15c4,3.87
8886749000,48e72903b3fc,2.82
8886749000,e05a1b1fafc4,1.54
9086686000,83a8d3e15c4,3.90
9086686000,48e72903b3fc,2.85
9086686000,e05a1b1fafc4,1.53
9286720000,83a8d3e15c4,3.90
9286720000,48e72903b3fc,2.77
9286720000,e05a1b1fafc4,1.54
9486701000,83a8d3e15c4,3.87
9486701000,48e72903b3fc,2.75
9486701000,e05a1b1fafc4,1.54
9686612000,83a8d3e15c4,3.90
9686612000,48e72903b3fc,2.76
9686612000,e05a1b1fafc4,1.53
9886603000,83a8d3e15c4,3.92
9886603000,48e72903b3fc,2.75
9886603000,e05a1b1fafc4,1.53
10086737000,83a8d3e15c4,3.87
10086737000,48e72903b3fc,2.84
10086737000,e05a1b1fafc4,1.54
10286690000,83a8d3e15c4,3.89
10286690000,48e72903b3fc,2.83
10286690000,e05a1b1fafc4,1.54
10486702000,83a8d3e15c4,3.90
10486702000,48e72903b3fc,2.90
10486702000,e05a1b1fafc4,1.57
10686612000,83a8d3e15c4,3.92
10686612000,48e72903b3fc,2.88
10686612000,e05a1b1fafc4,1.53
10887720000,83a8d3e15c4,3.87
10887720000,48e72903b3fc,2.87
10887720000,e05a1b1fafc4,1.55
11087652000,83a8d3e15c4,3.92
11087652000,48e72903b3fc,2.85
11087652000,e05a1b1fafc4,1.53
11287750000,83a8d3e15c4,3.93
11287750000,48e72903b3fc,2.83
11287750000,e05a1b1fafc4,1.53
11487750000,83a8d3e15c4,3.92
11487750000,48e72903b3fc,2.86
11487750000,e05a1b1fafc4,1.55
11687662000,83a8d3e15c4,3.91
11687662000,48e72903b3fc,2.87
11687662000,e05a1b1fafc4,1.53
11887656000,83a8d3e15c4,3.92
11887656000,48e72903b3fc,2.84
11887656000,e05a1b1fafc4,1.55
12087598000,83a8d3e15c4,3.84
12087598000,48e72903b3fc,2.79
12087598000,e05a1b1fafc4,1.53
12287649000,83a8d3e15c4,3.88
12287649000,48e72903b3fc,2.76
12287649000,e05a1b1fafc4,1.54
12487612000,83a8d3e15c4,3.94
12487612000,48e72903b3fc,2.81
12487612000,e05a1b1fafc4,1.55
12687602000,83a8d3e15c4,3.86
12687602000,48e72903b3fc,2.84
12687602000,e05a1b1fafc4,1.57
12887661000,83a8d3e15c4,3.80
12887661000,48e72903b3fc,2.90
12887661000,e05a1b1fafc4,1.57
13089670000,83a8d3e15c4,3.83
13089670000,48e72903b3fc,2.86
13089670000,e05a1b1fafc4,1.57
13289793000,83a8d3e15c4,3.90
13289793000,48e72903b3fc,2.87
13289793000,e05a1b1fafc4,1.58
13489633000,83a8d3e15c4,3.87
13489633000,48e72903b3fc,2.81
13489633000,e05a1b1fafc4,1.58
13689631000,83a8d3e15c4,3.87
13689631000,48e72903b3fc,2.87
13689631000,e05a1b1fafc4,1.56
13889679000,83a8d3e15c4,3.88
13889679000,48e72903b3fc,2.82
13889679000,e05a1b1fafc4,1.55
14089656000,83a8d3e15c4,3.86
14089656000,48e72903b3fc,2.79
14089656000,e05a1b1fafc4,1.56
14289763000,83a8d3e15c4,3.86
14289763000,48e72903b3fc,2.79
14289763000,e05a1b1fafc4,1.56
14489690000,83a8d3e15c4,3.88
14489690000,48e72903b3fc,2.77
14489690000,e05a1b1fafc4,1.57
14689668000,83a8d3e15c4,3.89
14689668000,48e72903b3fc,2.82
14689668000,e05a1b1fafc4,1.56
14889662000,83a8d3e15c4,3.88
14889662000,48e72903b3fc,2.89
14889662000,e05a1b1fafc4,1.58
15089644000,83a8d3e15c4,3.91
15089644000,48e72903b3fc,2.89
15089644000,e05a1b1fafc4,1.55
15290591000,83a8d3e15c4,3.87
15290591000,48e72903b3fc,2.75
15290591000,e05a1b1fafc4,1.59
15490632000,83a8d3e15c4,3.89
15490632000,48e72903b3fc,2.85
15490632000,e05a1b1fafc4,1.57
15690716000,83a8d3e15c4,3.86
15690716000,48e72903b3fc,2.78
15690716000,e05a1b1fafc4,1.54
15890631000,83a8d3e15c4,3.91
15890631000,48e72903b3fc,2.89
15890631000,e05a1b1fafc4,1.57
16090714000,83a8d3e15c4,3.86
16090714000,48e72903b3fc,2.86
16090714000,e05a1b1fafc4,1.58
16294615000,83a8d3e15c4,3.85
16294615000,48e72903b3fc,2.74
16294615000,e05a1b1fafc4,1.56
16494735000,83a8d3e15c4,3.81
16494735000,48e72903b3fc,2.77
16494735000,e05a1b1fafc4,1.58
16697642000,83a8d3e15c4,3.87
16697642000,48e72903b3fc,2.79
16697642000,e05a1b1fafc4,1.58
16897776000,83a8d3e15c4,3.88
16897776000,48e72903b3fc,2.79
16897776000,e05a1b1fafc4,1.59
17097701000,83a8d3e15c4,3.85
17097701000,48e72903b3fc,2.80
17097701000,e05a1b1fafc4,1.56
17297656000,83a8d3e15c4,3.88
17297656000,48e72903b3fc,2.80
