timestamp_ns,qw,qx,qy,qz,ax,ay,az
72052499000,0.999878,-0.008606,0.013611,0.000000,0.011719,0.027344,-0.011719
72068231000,0.999878,-0.008606,0.013611,0.000000,-0.027344,-0.011719,-0.011719
72096103000,0.999878,-0.008606,0.013611,0.000000,-0.027344,-0.011719,0.027344
72103292000,0.999878,-0.008606,0.013611,0.000000,-0.027344,0.027344,0.027344
72132496000,0.999878,-0.008606,0.013611,0.000000,0.011719,-0.011719,-0.011719
72152761000,0.999878,-0.008606,0.013611,0.000000,-0.027344,-0.011719,0.027344
72177075000,0.999878,-0.008606,0.013611,0.000000,-0.027344,0.027344,-0.011719
72192146000,0.999878,-0.008606,0.013611,0.000000,-0.027344,-0.011719,-0.011719
72211956000,0.999878,-0.008606,0.013611,0.000000,-0.027344,-0.011719,-0.011719
72235508000,0.999878,-0.008606,0.013611,0.000000,0.011719,0.027344,-0.011719
72256979000,0.999878,-0.008606,0.013611,0.000000,-0.027344,-0.011719,-0.011719
72272318000,0.999878,-0.008606,0.013611,0.000000,-0.019531,-0.011719,-0.011719
72292084000,0.999878,-0.008606,0.013611,0.000000,0.019531,0.027344,0.027344
72314254000,0.999878,-0.008606,0.013611,0.000000,-0.019531,-0.011719,-0.011719
72332260000,0.999878,-0.008606,0.013611,0.000000,-0.027344,-0.011719,-0.011719
72351658000,0.999878,-0.008606,0.013611,0.000000,0.011719,-0.011719,0.027344
72372210000,0.999878,-0.008606,0.013611,0.000000,0.011719,-0.011719,0.027344
72395536000,0.999878,-0.008606,0.013611,0.000000,0.011719,-0.011719,-0.011719
72412339000,0.999878,-0.008606,0.013611,0.000000,-0.027344,-0.003906,-0.011719
72438359000,0.999878,-0.008606,0.013611,0.000000,0.011719,0.035156,-0.019531
72452259000,0.999878,-0.008606,0.013611,0.000000,0.011719,0.035156,0.019531
72471477000,0.999878,-0.008606,0.013611,0.000000,0.011719,0.035156,-0.019531
72492935000,0.999878,-0.008606,0.013611,0.000000,0.011719,-0.003906,-0.019531
72511523000,0.999878,-0.008606,0.013611,0.000000,-0.027344,-0.003906,-0.019531
72531315000,0.999878,-0.008606,0.013611,0.000000,0.011719,0.027344,-0.019531
72557924000,0.999878,-0.008606,0.013611,0.000000,0.011719,0.027344,-0.011719
72571546000,0.999878,-0.008606,0.013611,0.000000,0.011719,-0.011719,0.027344
72591946000,0.999878,-0.008606,0.013611,0.000000,0.011719,-0.011719,-0.011719
72613146000,0.999878,-0.008606,0.013611,0.000000,0.011719,0.027344,0.027344
72637411000,0.999878,-0.008606,0.013611,0.000000,0.011719,-0.011719,-0.011719
72650843000,0.999878,-0.008606,0.013611,0.000000,0.011719,-0.011719,0.027344
72671277000,0.999878,-0.008606,0.013611,0.000000,-0.027344,-0.011719,-0.011719
72691393000,0.999878,-0.008606,0.013611,0.000000,0.011719,-0.011719,-0.011719
72713967000,0.999878,-0.008606,0.013611,0.000000,0.011719,-0.011719,0.027344
