timestamp_ns,qw,qx,qy,qz,ax,ay,az,t_sec,dist_48e72,dist_83a8d,dist_e05a1
2641239000,0.999084,-0.01001,0.04126,-0.000427,0.0,0.003906,-0.035156,0.0,,,
2660511000,0.999084,-0.01001,0.04126,-0.000427,0.0,-0.027344,-0.035156,0.019272,,,
2670194000,0.999084,-0.01001,0.04126,-0.000427,0.0,0.011719,0.003906,0.028955,,,
2680510000,0.999084,-0.01001,0.041321,-0.000427,0.0,0.011719,0.003906,0.039271,,,
2690779000,0.999084,-0.01001,0.041321,-0.000427,0.0,0.011719,0.003906,0.04954,,,
2700954000,0.999084,-0.01001,0.041321,-0.000427,0.0,-0.027344,-0.035156,0.059715,,,
2710484000,0.999084,-0.01001,0.04126,-0.000427,0.0,0.011719,0.042969,0.069245,,,
2720493000,0.999084,-0.009949,0.04126,-0.000427,0.0,-0.027344,0.003906,0.079254,,,
2730505000,0.999084,-0.009949,0.04126,-0.000427,0.039062,-0.027344,0.003906,0.089266,,,
2740827000,0.999084,-0.009949,0.04126,-0.000427,0.0,0.011719,-0.035156,0.099588,,,
2750111000,0.999084,-0.009949,0.04126,-0.000427,0.0,0.011719,-0.035156,0.108872,,,
2760676000,0.999084,-0.009949,0.041321,-0.000427,0.0,-0.027344,-0.035156,0.119437,,,
2770999000,0.999084,-0.009949,0.041321,-0.000427,0.0,-0.027344,0.003906,0.12976,,,
2789908000,0.999084,-0.009949,0.041321,-0.000427,0.039062,0.011719,0.003906,0.148669,,,
2810485000,0.999084,-0.009949,0.041321,-0.000427,0.0,-0.027344,0.011719,0.169246,,,
2830215000,0.999084,-0.009888,0.041321,-0.000427,0.0,-0.019531,0.003906,0.188976,,,
2850149000,0.999084,-0.009949,0.041321,-0.000427,0.0,0.019531,0.003906,0.20891,,,
2872257000,0.999084,-0.009949,0.041321,-0.000427,0.0,-0.019531,0.003906,0.231018,,,
2890336000,0.999084,-0.009949,0.041321,-0.000427,0.0,-0.019531,0.003906,0.249097,,,
2910318000,0.999084,-0.009949,0.041321,-0.000427,0.0,0.019531,0.003906,0.269079,,,
2931277000,0.999084,-0.009949,0.041321,-0.000427,-0.039062,0.019531,0.003906,0.290038,,,
2954931000,0.999084,-0.009949,0.041321,-0.000488,0.0,0.019531,0.003906,0.313692,,,
2969726000,0.999084,-0.009949,0.041321,-0.000427,0.0,0.019531,0.003906,0.328487,,,
2992705000,0.999084,-0.009949,0.041321,-0.000427,0.0,-0.019531,0.003906,0.351466,,,
3009923000,0.999084,-0.009949,0.04126,-0.000427,0.0,0.019531,0.003906,0.368684,,,
3030504000,0.999084,-0.009949,0.04126,-0.000427,0.0,0.019531,0.003906,0.389265,,,
