timestamp_ns,qw,qx,qy,qz,ax,ay,az
2641239000,0.999084,-0.010010,0.041260,-0.000427,0.000000,0.003906,-0.035156
2660511000,0.999084,-0.010010,0.041260,-0.000427,0.000000,-0.027344,-0.035156
2670194000,0.999084,-0.010010,0.041260,-0.000427,0.000000,0.011719,0.003906
2680510000,0.999084,-0.010010,0.041321,-0.000427,0.000000,0.011719,0.003906
2690779000,0.999084,-0.010010,0.041321,-0.000427,0.000000,0.011719,0.003906
2700954000,0.999084,-0.010010,0.041321,-0.000427,0.000000,-0.027344,-0.035156
2710484000,0.999084,-0.010010,0.041260,-0.000427,0.000000,0.011719,0.042969
2720493000,0.999084,-0.009949,0.041260,-0.000427,0.000000,-0.027344,0.003906
2730505000,0.999084,-0.009949,0.041260,-0.000427,0.039062,-0.027344,0.003906
2740827000,0.999084,-0.009949,0.041260,-0.000427,0.000000,0.011719,-0.035156
2750111000,0.999084,-0.009949,0.041260,-0.000427,0.000000,0.011719,-0.035156
2760676000,0.999084,-0.009949,0.041321,-0.000427,0.000000,-0.027344,-0.035156
2770999000,0.999084,-0.009949,0.041321,-0.000427,0.000000,-0.027344,0.003906
2789908000,0.999084,-0.009949,0.041321,-0.000427,0.039062,0.011719,0.003906
2810485000,0.999084,-0.009949,0.041321,-0.000427,0.000000,-0.027344,0.011719
2830215000,0.999084,-0.009888,0.041321,-0.000427,0.000000,-0.019531,0.003906
2850149000,0.999084,-0.009949,0.041321,-0.000427,0.000000,0.019531,0.003906
2872257000,0.999084,-0.009949,0.041321,-0.000427,0.000000,-0.019531,0.003906
2890336000,0.999084,-0.009949,0.041321,-0.000427,0.000000,-0.019531,0.003906
2910318000,0.999084,-0.009949,0.041321,-0.000427,0.000000,0.019531,0.003906
2931277000,0.999084,-0.009949,0.041321,-0.000427,-0.039062,0.019531,0.003906
2954931000,0.999084,-0.009949,0.041321,-0.000488,0.000000,0.019531,0.003906
2969726000,0.999084,-0.009949,0.041321,-0.000427,0.000000,0.019531,0.003906
2992705000,0.999084,-0.009949,0.041321,-0.000427,0.000000,-0.019531,0.003906
3009923000,0.999084,-0.009949,0.041260,-0.000427,0.000000,0.019531,0.003906
3030504000,0.999084,-0.009949,0.041260,-0.000427,0.000000,0.019531,0.003906
3049858000,0.999084,-0.009949,0.041260,-0.000427,0.000000,-0.019531,0.003906
3069912000,0.999084,-0.009949,0.041321,-0.000427,0.000000,0.019531,0.003906
3089619000,0.999084,-0.009949,0.041260,-0.000366,0.000000,0.019531,0.003906
3109725000,0.999084,-0.009888,0.041260,-0.000366,0.000000,-0.019531,0.003906
3129487000,0.999084,-0.009949,0.041260,-0.000427,0.000000,0.019531,0.003906
3149485000,0.999084,-0.009949,0.041260,-0.000427,0.000000,0.019531,0.003906
3175394000,0.999084,-0.009949,0.041260,-0.000366,0.000000,-0.019531,0.003906
3189132000,0.999084,-0.009888,0.041260,-0.000366,0.000000,-0.019531,0.042969
3209008000,0.999084,-0.009888,0.041321,-0.000366,0.000000,0.019531,0.042969
3228670000,0.999084,-0.009888,0.041260,-0.000366,0.000000,0.019531,0.003906
3249489000,0.999084,-0.009949,0.041260,-0.000427,0.000000,-0.019531,-0.035156
3271128000,0.999084,-0.009888,0.041260,-0.000427,0.000000,0.019531,0.003906
3289521000,0.999084,-0.009888,0.041260,-0.000427,0.000000,0.019531,0.042969
3315328000,0.999084,-0.009888,0.041260,-0.000427,0.000000,0.019531,0.003906
3329208000,0.999084,-0.009888,0.041260,-0.000427,0.039062,-0.019531,0.042969
3349203000,0.999084,-0.009888,0.041260,-0.000427,0.000000,0.019531,0.003906
3368718000,0.999084,-0.009888,0.041260,-0.000366,0.000000,0.011719,0.003906
