timestamp_ns,mac_address,distance
31665787000,48e72903b3fc,5.18
31665787000,83a8d3e15c4,2.72
31665787000,e05a1b1fafc4,4.48
31870719000,48e72903b3fc,5.19
31870719000,83a8d3e15c4,2.76
31870719000,e05a1b1fafc4,4.47
32070749000,48e72903b3fc,5.20
32070749000,83a8d3e15c4,2.72
32070749000,e05a1b1fafc4,4.48
32270734000,48e72903b3fc,5.20
32270734000,83a8d3e15c4,2.69
32270734000,e05a1b1fafc4,4.46
32470769000,48e72903b3fc,5.18
32470769000,83a8d3e15c4,2.70
32470769000,e05a1b1fafc4,4.46
32671714000,48e72903b3fc,5.20
32671714000,83a8d3e15c4,2.68
32671714000,e05a1b1fafc4,4.46
32871678000,48e72903b3fc,5.21
32871678000,83a8d3e15c4,2.69
32871678000,e05a1b1fafc4,4.47
33075754000,48e72903b3fc,5.20
33075754000,83a8d3e15c4,2.71
33075754000,e05a1b1fafc4,4.51
33276706000,48e72903b3fc,5.20
33276706000,83a8d3e15c4,2.67
33276706000,e05a1b1fafc4,4.43
33476667000,48e72903b3fc,5.20
33476667000,83a8d3e15c4,2.68
33476667000,e05a1b1fafc4,4.49
33678655000,48e72903b3fc,5.19
33678655000,83a8d3e15c4,2.69
33678655000,e05a1b1fafc4,4.48
33878688000,48e72903b3fc,5.20
33878688000,83a8d3e15c4,2.71
33878688000,e05a1b1fafc4,4.50
34078713000,48e72903b3fc,5.24
34078713000,83a8d3e15c4,2.74
34078713000,e05a1b1fafc4,4.49
34278620000,48e72903b3fc,5.20
34278620000,83a8d3e15c4,2.71
34278620000,e05a1b1fafc4,4.47
34478749000,48e72903b3fc,5.21
34478749000,83a8d3e15c4,2.72
34478749000,e05a1b1fafc4,4.46
34678627000,48e72903b3fc,5.18
34678627000,83a8d3e15c4,2.74
34678627000,e05a1b1fafc4,4.46
34878632000,48e72903b3fc,5.20
34878632000,83a8d3e15c4,2.72
34878632000,e05a1b1fafc4,4.50
35078599000,48e72903b3fc,5.17
35078599000,83a8d3e15c4,2.72
35078599000,e05a1b1fafc4,4.46
35278668000,48e72903b3fc,5.19
35278668000,83a8d3e15c4,2.74
35278668000,e05a1b1fafc4,4.44
35478591000,48e72903b3fc,5.20
35478591000,83a8d3e15c4,2.78
35478591000,e05a1b1fafc4,4.50
35678608000,48e72903b3fc,5.21
35678608000,83a8d3e15c4,2.03
35678608000,e05a1b1fafc4,4.48
35878701000,48e72903b3fc,5.23
35878701000,83a8d3e15c4,2.12
35878701000,e05a1b1fafc4,4.47
36078652000,48e72903b3fc,5.22
36078652000,83a8d3e15c4,2.16
36078652000,e05a1b1fafc4,4.47
36279769000,48e72903b3fc,5.26
36279769000,83a8d3e15c4,2.24
36279769000,e05a1b1fafc4,4.54
36479627000,48e72903b3fc,5.26
36479627000,83a8d3e15c4,2.23
36479627000,e05a1b1fafc4,4.55
36679749000,48e72903b3fc,5.22
36679749000,83a8d3e15c4,2.21
36679749000,e05a1b1fafc4,4.52
36879740000,48e72903b3fc,5.23
36879740000,83a8d3e15c4,2.27
36879740000,e05a1b1fafc4,4.52
37079674000,48e72903b3fc,5.23
37079674000,83a8d3e15c4,2.21
37079674000,e05a1b1fafc4,4.51
37279611000,48e72903b3fc,5.24
37279611000,83a8d3e15c4,2.27
37279611000,e05a1b1fafc4,4.50
37479676000,48e72903b3fc,5.25
37479676000,83a8d3e15c4,2.22
37479676000,e05a1b1fafc4,4.49
37679604000,48e72903b3fc,5.24
37679604000,83a8d3e15c4,2.24
37679604000,e05a1b1fafc4,4.47
37879713000,48e72903b3fc,5.23
37879713000,83a8d3e15c4,2.24
37879713000,e05a1b1fafc4,4.48
38081676000,48e72903b3fc,5.23
38081676000,83a8d3e15c4,2.22
38081676000,e05a1b1fafc4,4.49
38281621000,48e72903b3fc,5.22
38281621000,83a8d3e15c4,2.24
38281621000,e05a1b1fafc4,4.51
38481624000,48e72903b3fc,5.22
38481624000,83a8d3e15c4,2.24
38481624000,e05a1b1fafc4,4.53
38682756000,48e72903b3fc,5.24
38682756000,83a8d3e15c4,2.24
38682756000,e05a1b1fafc4,4.49
38883702000,48e72903b3fc,5.23
38883702000,83a8d3e15c4,2.25
38883702000,e05a1b1fafc4,4.48
39083644000,48e72903b3fc,5.24
39083644000,83a8d3e15c4,2.21
39083644000,e05a1b1fafc4,4.55
39283682000,48e72903b3fc,5.25
39283682000,83a8d3e15c4,2.22
39283682000,e05a1b1fafc4,4.50
39483663000,48e72903b3fc,5.20
39483663000,83a8d3e15c4,2.24
39483663000,e05a1b1fafc4,4.52
39684670000,48e72903b3fc,5.24
39684670000,83a8d3e15c4,2.24
39684670000,e05a1b1fafc4,4.49
39884613000,48e72903b3fc,5.24
39884613000,83a8d3e15c4,2.22
39884613000,e05a1b1fafc4,4.53
40084827000,48e72903b3fc,5.24
40084827000,83a8d3e15c4,2.26
40084827000,e05a1b1fafc4,4.51
40284822000,48e72903b3fc,5.24
40284822000,83a8d3e15c4,2.25
40284822000,e05a1b1fafc4,4.52
40484775000,48e72903b3fc,5.25
40484775000,83a8d3e15c4,2.21
40484775000,e05a1b1fafc4,4.48
40684754000,48e72903b3fc,5.22
40684754000,83a8d3e15c4,2.23
40684754000,e05a1b1fafc4,4.52
40888738000,48e72903b3fc,5.26
40888738000,83a8d3e15c4,2.24
40888738000,e05a1b1fafc4,4.53
41088703000,48e72903b3fc,5.28
41088703000,83a8d3e15c4,2.31
41088703000,e05a1b1fafc4,4.57
41288738000,48e72903b3fc,5.29
41288738000,83a8d3e15c4,2.32
41288738000,e05a1b1fafc4,4.52
41491688000,48e72903b3fc,5.27
41491688000,83a8d3e15c4,2.29
41491688000,e05a1b1fafc4,4.51
41691779000,48e72903b3fc,5.31
41691779000,83a8d3e15c4,2.31
41691779000,e05a1b1fafc4,4.52
41891641000,48e72903b3fc,5.28
41891641000,83a8d3e15c4,2.31
41891641000,e05a1b1fafc4,4.53
42091753000,48e72903b3fc,5.30
42091753000,83a8d3e15c4,2.29
42091753000,e05a1b1fafc4,4.57
42291652000,48e72903b3fc,5.29
42291652000,83a8d3e15c4,2.29
42291652000,e05a1b1fafc4,4.52
42491739000,48e72903b3fc,5.28
