timestamp_ns,mac_address,distance
2308692000,e05a1b1fafc4,4.40
2308692000,83a8d3e15c4,2.40
2308692000,48e72903b3fc,5.14
2514790000,e05a1b1fafc4,4.39
2514790000,83a8d3e15c4,2.43
2514790000,48e72903b3fc,5.13
2714672000,e05a1b1fafc4,4.38
2714672000,83a8d3e15c4,2.37
2714672000,48e72903b3fc,5.15
2915609000,e05a1b1fafc4,4.36
2915609000,83a8d3e15c4,2.37
2915609000,48e72903b3fc,5.11
3115657000,e05a1b1fafc4,4.39
3115657000,83a8d3e15c4,2.37
3115657000,48e72903b3fc,5.14
3315665000,e05a1b1fafc4,4.38
3315665000,83a8d3e15c4,2.37
3315665000,48e72903b3fc,5.10
3515671000,e05a1b1fafc4,4.35
3515671000,83a8d3e15c4,2.37
3515671000,48e72903b3fc,5.16
3715755000,e05a1b1fafc4,4.38
3715755000,83a8d3e15c4,2.40
3715755000,48e72903b3fc,5.15
3915648000,e05a1b1fafc4,4.38
3915648000,83a8d3e15c4,2.38
3915648000,48e72903b3fc,5.11
4115670000,e05a1b1fafc4,4.39
4115670000,83a8d3e15c4,2.39
4115670000,48e72903b3fc,5.11
4315741000,e05a1b1fafc4,4.35
4315741000,83a8d3e15c4,2.39
4315741000,48e72903b3fc,5.11
4515762000,e05a1b1fafc4,4.36
4515762000,83a8d3e15c4,2.37
4515762000,48e72903b3fc,5.10
4715642000,e05a1b1fafc4,4.38
4715642000,83a8d3e15c4,2.37
4715642000,48e72903b3fc,5.09
4915776000,e05a1b1fafc4,4.40
4915776000,83a8d3e15c4,2.37
4915776000,48e72903b3fc,5.12
5115726000,e05a1b1fafc4,4.37
5115726000,83a8d3e15c4,2.39
5115726000,48e72903b3fc,5.11
5315652000,e05a1b1fafc4,4.39
5315652000,83a8d3e15c4,2.36
5315652000,48e72903b3fc,5.09
5516706000,e05a1b1fafc4,4.41
5516706000,83a8d3e15c4,2.37
5516706000,48e72903b3fc,5.09
5716736000,e05a1b1fafc4,4.38
5716736000,83a8d3e15c4,2.34
5716736000,48e72903b3fc,5.15
5916706000,e05a1b1fafc4,4.35
5916706000,83a8d3e15c4,2.35
5916706000,48e72903b3fc,5.11
6117667000,e05a1b1fafc4,4.35
6117667000,83a8d3e15c4,2.40
6117667000,48e72903b3fc,5.12
6317662000,e05a1b1fafc4,4.35
6317662000,83a8d3e15c4,2.40
6317662000,48e72903b3fc,5.09
6517620000,e05a1b1fafc4,4.40
6517620000,83a8d3e15c4,2.37
6517620000,48e72903b3fc,5.10
6717719000,e05a1b1fafc4,4.32
6717719000,83a8d3e15c4,2.38
6717719000,48e72903b3fc,5.12
6921686000,e05a1b1fafc4,4.37
6921686000,83a8d3e15c4,2.38
6921686000,48e72903b3fc,5.10
7122779000,e05a1b1fafc4,4.37
7122779000,83a8d3e15c4,2.35
7122779000,48e72903b3fc,5.10
7322689000,e05a1b1fafc4,4.36
7322689000,83a8d3e15c4,2.34
7322689000,48e72903b3fc,5.15
7522720000,e05a1b1fafc4,4.35
7522720000,83a8d3e15c4,2.38
7522720000,48e72903b3fc,5.12
7725731000,e05a1b1fafc4,4.36
7725731000,83a8d3e15c4,2.37
7725731000,48e72903b3fc,5.07
7925666000,e05a1b1fafc4,4.37
7925666000,83a8d3e15c4,2.36
7925666000,48e72903b3fc,5.12
8125636000,e05a1b1fafc4,4.38
8125636000,83a8d3e15c4,2.38
8125636000,48e72903b3fc,5.10
8325674000,e05a1b1fafc4,4.39
8325674000,83a8d3e15c4,2.38
8325674000,48e72903b3fc,5.11
8525661000,e05a1b1fafc4,4.34
8525661000,83a8d3e15c4,2.38
8525661000,48e72903b3fc,5.10
8725693000,e05a1b1fafc4,4.39
8725693000,83a8d3e15c4,2.38
8725693000,48e72903b3fc,5.07
8925726000,e05a1b1fafc4,4.34
8925726000,83a8d3e15c4,2.35
8925726000,48e72903b3fc,5.12
9125755000,e05a1b1fafc4,4.37
9125755000,83a8d3e15c4,2.39
9125755000,48e72903b3fc,5.07
9328722000,e05a1b1fafc4,4.38
9328722000,83a8d3e15c4,2.37
