timestamp_ns,time_s,state,gt_pos_x,gt_pos_y,stop_number
2403274000,0.000000,Stop,2.400000,4.100000,1.000000
2413642000,0.010368,Stop,2.400000,4.100000,1.000000
2433862000,0.030588,Stop,2.400000,4.100000,1.000000
2443265000,0.039991,Stop,2.400000,4.100000,1.000000
2455590000,0.052316,Stop,2.400000,4.100000,1.000000
2463423000,0.060149,Stop,2.400000,4.100000,1.000000
2480871000,0.077597,Stop,2.400000,4.100000,1.000000
2493234000,0.089960,Stop,2.400000,4.100000,1.000000
2509750000,0.106476,Stop,2.400000,4.100000,1.000000
2523508000,0.120234,Stop,2.400000,4.100000,1.000000
2538170000,0.134896,Stop,2.400000,4.100000,1.000000
2552901000,0.149627,Stop,2.400000,4.100000,1.000000
2563277000,0.160003,Stop,2.400000,4.100000,1.000000
2583510000,0.180236,Stop,2.400000,4.100000,1.000000
2593046000,0.189772,Stop,2.400000,4.100000,1.000000
2613194000,0.209920,Stop,2.400000,4.100000,1.000000
2623993000,0.220719,Stop,2.400000,4.100000,1.000000
2643234000,0.239960,Stop,2.400000,4.100000,1.000000
2663179000,0.259905,Stop,2.400000,4.100000,1.000000
2687157000,0.283883,Stop,2.400000,4.100000,1.000000
2703051000,0.299777,Stop,2.400000,4.100000,1.000000
2724980000,0.321706,Stop,2.400000,4.100000,1.000000
2747108000,0.343834,Stop,2.400000,4.100000,1.000000
2762288000,0.359014,Stop,2.400000,4.100000,1.000000
2783385000,0.380111,Stop,2.400000,4.100000,1.000000
2809237000,0.405963,Stop,2.400000,4.100000,1.000000
2822301000,0.419027,Stop,2.400000,4.100000,1.000000
2844288000,0.441014,Stop,2.400000,4.100000,1.000000
2862738000,0.459464,Stop,2.400000,4.100000,1.000000
2883798000,0.480524,Stop,2.400000,4.100000,1.000000
2906565000,0.503291,Stop,2.400000,4.100000,1.000000
2921888000,0.518614,Stop,2.400000,4.100000,1.000000
2942677000,0.539403,Stop,2.400000,4.100000,1.000000
2967799000,0.564525,Stop,2.400000,4.100000,1.000000
2982095000,0.578821,Stop,2.400000,4.100000,1.000000
3001754000,0.598480,Stop,2.400000,4.100000,1.000000
3027633000,0.624359,Stop,2.400000,4.100000,1.000000
3042149000,0.638875,Stop,2.400000,4.100000,1.000000
3061541000,0.658267,Stop,2.400000,4.100000,1.000000
3081936000,0.678662,Stop,2.400000,4.100000,1.000000
3103984000,0.700710,Stop,2.400000,4.100000,1.000000
3121863000,0.718589,Stop,2.400000,4.100000,1.000000
3141450000,0.738176,Stop,2.400000,4.100000,1.000000
3161498000,0.758224,Stop,2.400000,4.100000,1.000000
3191830000,0.788556,Stop,2.400000,4.100000,1.000000
3201396000,0.798122,Stop,2.400000,4.100000,1.000000
3221066000,0.817792,Stop,2.400000,4.100000,1.000000
3251592000,0.848318,Stop,2.400000,4.100000,1.000000
3260883000,0.857609,Stop,2.400000,4.100000,1.000000
3281241000,0.877967,Stop,2.400000,4.100000,1.000000
3301094000,0.897820,Stop,2.400000,4.100000,1.000000
3320797000,0.917523,Stop,2.400000,4.100000,1.000000
3350813000,0.947539,Stop,2.400000,4.100000,1.000000
3366459000,0.963185,Stop,2.400000,4.100000,1.000000
3380789000,0.977515,Stop,2.400000,4.100000,1.000000
3400691000,0.997417,Stop,2.400000,4.100000,1.000000
3430846000,1.027572,Stop,2.400000,4.100000,1.000000
3449488000,1.046214,Stop,2.400000,4.100000,1.000000
3456830000,1.053556,Stop,2.400000,4.100000,1.000000
3479253000,1.075979,Stop,2.400000,4.100000,1.000000
3497201000,1.093927,Stop,2.400000,4.100000,1.000000
3517231000,1.113957,Stop,2.400000,4.100000,1.000000
3538680000,1.135406,Stop,2.400000,4.100000,1.000000
3562235000,1.158961,Stop,2.400000,4.100000,1.000000
3580000000,1.176726,Stop,2.400000,4.100000,1.000000
3601031000,1.197757,Stop,2.400000,4.100000,1.000000
3624708000,1.221434,Stop,2.400000,4.100000,1.000000
3640372000,1.237098,Stop,2.400000,4.100000,1.000000
3661449000,1.258175,Stop,2.400000,4.100000,1.000000
3680547000,1.277273,Stop,2.400000,4.100000,1.000000
3700808000,1.297534,Stop,2.400000,4.100000,1.000000
3725796000,1.322522,Stop,2.400000,4.100000,1.000000
3739783000,1.336509,Stop,2.400000,4.100000,1.000000
3759468000,1.356194,Stop,2.400000,4.100000,1.000000
3782045000,1.378771,Stop,2.400000,4.100000,1.000000
3799679000,1.396405,Stop,2.400000,4.100000,1.000000
3820331000,1.417057,Stop,2.400000,4.100000,1.000000
3849968000,1.446694,Stop,2.400000,4.100000,1.000000
3859482000,1.456208,Stop,2.400000,4.100000,1.000000
3879155000,1.475881,Stop,2.400000,4.100000,1.000000
3899405000,1.496131,Stop,2.400000,4.100000,1.000000
3918981000,1.515707,Stop,2.400000,4.100000,1.000000
3939089000,1.535815,Stop,2.400000,4.100000,1.000000
3968968000,1.565694,Stop,2.400000,4.100000,1.000000
3979728000,1.576454,Stop,2.400000,4.100000,1.000000
3998775000,1.595501,Stop,2.400000,4.100000,1.000000
4018972000,1.615698,Stop,2.400000,4.100000,1.000000
4038726000,1.635452,Stop,2.400000,4.100000,1.000000
4070634000,1.667360,Stop,2.400000,4.100000,1.000000
4079910000,1.676636,Stop,2.400000,4.100000,1.000000
4108985000,1.705711,Stop,2.400000,4.100000,1.000000
4118266000,1.714992,Stop,2.400000,4.100000,1.000000
4138426000,1.735152,Stop,2.400000,4.100000,1.000000
4163017000,1.759743,Stop,2.400000,4.100000,1.000000
4178961000,1.775687,Stop,2.400000,4.100000,1.000000
4198531000,1.795257,Stop,2.400000,4.100000,1.000000
4222724000,1.819450,Stop,2.400000,4.100000,1.000000
4237891000,1.834617,Stop,2.400000,4.100000,1.000000
4258540000,1.855266,Stop,2.400000,4.100000,1.000000
4280214000,1.876940,Stop,2.400000,4.100000,1.000000
4302930000,1.899656,Stop,2.400000,4.100000,1.000000
4318144000,1.914870,Stop,2.400000,4.100000,1.000000
4339488000,1.936214,Stop,2.400000,4.100000,1.000000
4358976000,1.955702,Stop,2.400000,4.100000,1.000000
4383387000,1.980113,Stop,2.400000,4.100000,1.000000
4398075000,1.994801,Stop,2.400000,4.100000,1.000000
4419016000,2.015742,Stop,2.400000,4.100000,1.000000
4437886000,2.034612,Stop,2.400000,4.100000,1.000000
