timestamp_ns,qw,qx,qy,qz,ax,ay,az,t_sec,dist_e05a1,dist_83a8d,dist_48e72
2883798000,0.999146,-0.007996,0.04126,-0.000488,0.015625,0.019531,0.019531,0.575106,,,
2906565000,0.999146,-0.007996,0.04126,-0.000488,-0.023438,-0.019531,0.019531,0.597873,,,
2921888000,0.999146,-0.008057,0.04126,-0.000488,0.015625,-0.011719,0.019531,0.613196,4.36,2.37,5.11
2942677000,0.999146,-0.008057,0.041199,-0.000488,0.007812,0.027344,0.019531,0.633985,,,
2967799000,0.999146,-0.007996,0.041199,-0.000427,0.007812,-0.011719,-0.019531,0.659107,,,
2982095000,0.999146,-0.007996,0.04126,-0.000427,-0.03125,0.027344,0.019531,0.673403,,,
3001754000,0.999146,-0.008057,0.04126,-0.000427,-0.03125,0.019531,0.019531,0.693062,,,
3027633000,0.999146,-0.008057,0.04126,-0.000427,0.007812,0.019531,0.019531,0.718941,,,
3042149000,0.999146,-0.008057,0.04126,-0.000427,0.007812,0.019531,0.019531,0.733457,,,
3061541000,0.999146,-0.008057,0.04126,-0.000427,0.007812,-0.019531,0.019531,0.752849,,,
3081936000,0.999146,-0.008057,0.04126,-0.000427,0.007812,0.019531,0.050781,0.773244,,,
3103984000,0.999146,-0.008057,0.04126,-0.000427,0.007812,-0.019531,0.011719,0.795292,,,
3121863000,0.999146,-0.008057,0.04126,-0.000427,0.007812,0.019531,0.011719,0.813171,4.39,2.37,5.14
3141450000,0.999146,-0.008057,0.04126,-0.000427,-0.03125,0.019531,0.011719,0.832758,,,
3161498000,0.999146,-0.008057,0.04126,-0.000427,0.007812,-0.019531,-0.027344,0.852806,,,
3191830000,0.999146,-0.008057,0.04126,-0.000427,0.015625,0.019531,-0.027344,0.883138,,,
3201396000,0.999146,-0.008057,0.04126,-0.000427,0.015625,0.019531,-0.027344,0.892704,,,
3221066000,0.999146,-0.008057,0.04126,-0.000427,0.007812,-0.019531,-0.027344,0.912374,,,
3251592000,0.999146,-0.008057,0.04126,-0.000427,0.007812,-0.019531,0.011719,0.9429,,,
3260883000,0.999146,-0.008057,0.04126,-0.000427,0.007812,-0.019531,0.011719,0.952191,,,
3281241000,0.999146,-0.008057,0.04126,-0.000427,0.007812,-0.019531,-0.027344,0.972549,,,
3301094000,0.999146,-0.008057,0.04126,-0.000427,0.007812,-0.019531,0.011719,0.992402,,,
3320797000,0.999084,-0.008118,0.04126,-0.000427,-0.03125,0.019531,-0.027344,1.012105,4.38,2.37,5.1
3350813000,0.999146,-0.008118,0.04126,-0.000427,0.007812,0.027344,0.011719,1.042121,,,
3366459000,0.999146,-0.008118,0.04126,-0.000427,0.007812,-0.011719,0.011719,1.057767,,,
3380789000,0.999146,-0.008118,0.04126,-0.000427,0.007812,0.027344,0.011719,1.072097,,,
3400691000,0.999146,-0.008118,0.04126,-0.000427,-0.03125,0.019531,0.011719,1.091999,,,
3430846000,0.999146,-0.008118,0.04126,-0.000427,-0.023438,-0.019531,-0.027344,1.122154,,,
3449488000,0.999146,-0.008118,0.04126,-0.000427,0.015625,-0.019531,-0.027344,1.140796,,,
3456830000,0.999146,-0.008118,0.04126,-0.000427,-0.023438,-0.019531,-0.027344,1.148138,,,
3479253000,0.999146,-0.008118,0.04126,-0.000427,0.015625,0.019531,0.011719,1.170561,,,
3497201000,0.999146,-0.008118,0.04126,-0.000427,0.015625,0.019531,0.011719,1.188509,,,
3517231000,0.999146,-0.008118,0.04126,-0.000427,-0.023438,0.019531,0.011719,1.208539,4.35,2.37,5.16
3538680000,0.999146,-0.008118,0.04126,-0.000427,0.015625,-0.019531,-0.027344,1.229988,,,
3562235000,0.999146,-0.008118,0.04126,-0.000427,0.015625,-0.019531,0.011719,1.253543,,,
3580000000,0.999146,-0.008118,0.04126,-0.000427,0.015625,-0.019531,0.050781,1.271308,,,
3601031000,0.999146,-0.008118,0.04126,-0.000427,0.015625,0.019531,0.011719,1.292339,,,
3624708000,0.999146,-0.008118,0.04126,-0.000427,0.015625,-0.019531,-0.027344,1.316016,,,
3640372000,0.999146,-0.008118,0.04126,-0.000427,-0.023438,-0.019531,-0.027344,1.33168,,,
3661449000,0.999146,-0.008118,0.04126,-0.000427,0.015625,-0.019531,-0.027344,1.352757,,,
3680547000,0.999146,-0.008118,0.04126,-0.000427,0.015625,0.027344,0.011719,1.371855,,,
3700808000,0.999146,-0.008118,0.04126,-0.000427,0.015625,0.027344,0.011719,1.392116,,,
3725796000,0.999146,-0.008118,0.04126,-0.000427,-0.023438,-0.011719,-0.027344,1.417104,4.38,2.4,5.15
3739783000,0.999146,-0.008118,0.04126,-0.000427,-0.023438,-0.011719,-0.027344,1.431091,,,
3759468000,0.999146,-0.008118,0.04126,-0.000427,0.015625,0.027344,0.011719,1.450776,,,
3782045000,0.999146,-0.008118,0.04126,-0.000427,0.015625,0.027344,0.011719,1.473353,,,
3799679000,0.999146,-0.008118,0.04126,-0.000427,-0.023438,-0.011719,-0.027344,1.490987,,,
3820331000,0.999146,-0.008118,0.04126,-0.000427,0.015625,0.027344,-0.027344,1.511639,,,
3849968000,0.999146,-0.008118,0.04126,-0.000427,0.015625,-0.011719,0.011719,1.541276,,,
3859482000,0.999146,-0.008118,0.04126,-0.000427,0.015625,0.027344,0.011719,1.55079,,,
3879155000,0.999146,-0.008118,0.04126,-0.000427,0.015625,0.027344,0.011719,1.570463,,,
3899405000,0.999146,-0.008118,0.04126,-0.000427,0.015625,-0.011719,0.011719,1.590713,,,
3918981000,0.999146,-0.008118,0.04126,-0.000427,0.015625,-0.011719,0.011719,1.610289,4.38,2.38,5.11
3939089000,0.999146,-0.008118,0.04126,-0.000427,0.015625,-0.011719,0.011719,1.630397,,,
3968968000,0.999146,-0.008118,0.04126,-0.000427,0.007812,-0.011719,-0.027344,1.660276,,,
3979728000,0.999146,-0.008118,0.04126,-0.000427,0.007812,0.027344,0.011719,1.671036,,,
3998775000,0.999146,-0.008118,0.04126,-0.000427,0.007812,0.027344,0.011719,1.690083,,,
4018972000,0.999146,-0.008118,0.04126,-0.000427,0.007812,0.027344,0.011719,1.71028,,,
4038726000,0.999146,-0.008118,0.04126,-0.000427,0.007812,-0.011719,0.011719,1.730034,,,
4070634000,0.999146,-0.008118,0.04126,-0.000427,0.007812,0.027344,0.011719,1.761942,,,
4079910000,0.999146,-0.008118,0.04126,-0.000427,0.007812,-0.011719,0.011719,1.771218,,,
4108985000,0.999146,-0.008118,0.04126,-0.000427,-0.03125,0.027344,0.011719,1.800293,,,
4118266000,0.999146,-0.008118,0.04126,-0.000427,0.007812,0.027344,0.011719,1.809574,4.39,2.39,5.11
4138426000,0.999146,-0.008118,0.04126,-0.000427,0.007812,-0.011719,0.011719,1.829734,,,
4163017000,0.999146,-0.008118,0.04126,-0.000427,0.007812,0.027344,-0.027344,1.854325,,,
4178961000,0.999146,-0.008118,0.04126,-0.000427,-0.03125,-0.011719,0.050781,1.870269,,,
4198531000,0.999146,-0.008118,0.04126,-0.000427,0.007812,0.027344,0.011719,1.889839,,,
4222724000,0.999146,-0.008118,0.04126,-0.000427,0.007812,0.019531,0.050781,1.914032,,,
4237891000,0.999146,-0.008118,0.04126,-0.000427,0.007812,-0.019531,0.050781,1.929199,,,
4258540000,0.999146,-0.008118,0.04126,-0.000427,-0.03125,0.027344,0.011719,1.949848,,,
4280214000,0.999146,-0.008118,0.04126,-0.000427,0.007812,0.027344,0.011719,1.971522,,,
4302930000,0.999146,-0.008118,0.04126,-0.000427,0.007812,-0.019531,0.011719,1.994238,,,
4318144000,0.999146,-0.008118,0.04126,-0.000427,0.007812,0.019531,0.011719,2.009452,4.35,2.39,5.11
4339488000,0.999146,-0.008118,0.04126,-0.000427,0.007812,-0.019531,-0.027344,2.030796,,,
4358976000,0.999146,-0.008118,0.04126,-0.000427,-0.03125,-0.019531,-0.027344,2.050284,,,
4383387000,0.999146,-0.008118,0.04126,-0.000427,-0.03125,0.019531,0.011719,2.074695,,,
4398075000,0.999146,-0.008118,0.04126,-0.000427,-0.03125,-0.019531,0.011719,2.089383,,,
4419016000,0.999146,-0.008118,0.04126,-0.000427,0.015625,-0.019531,0.011719,2.110324,,,
4437886000,0.999146,-0.008118,0.04126,-0.000427,0.015625,-0.019531,0.011719,2.129194,,,
4457815000,0.999146,-0.008118,0.04126,-0.000427,-0.023438,-0.019531,-0.027344,2.149123,,,
4477938000,0.999146,-0.008118,0.04126,-0.000427,0.015625,0.019531,0.011719,2.169246,,,
4507935000,0.999146,-0.008118,0.04126,-0.000427,0.015625,0.019531,0.003906,2.199243,,,
4517460000,0.999146,-0.008118,0.04126,-0.000427,0.015625,-0.019531,0.003906,2.208768,4.36,2.37,5.1
4537667000,0.999146,-0.008118,0.04126,-0.000427,0.015625,0.019531,-0.035156,2.228975,,,
4569613000,0.999146,-0.008118,0.04126,-0.000427,-0.023438,0.019531,-0.035156,2.260921,,,
4577760000,0.999146,-0.008118,0.04126,-0.000427,0.015625,0.019531,0.003906,2.269068,,,
4598613000,0.999146,-0.008118,0.04126,-0.000427,-0.023438,-0.019531,0.011719,2.289921,,,
4617714000,0.999146,-0.008118,0.04126,-0.000427,0.015625,0.019531,0.011719,2.309022,,,
4637288000,0.999146,-0.008118,0.04126,-0.000427,0.015625,0.019531,0.050781,2.328596,,,
4657439000,0.999146,-0.008118,0.04126,-0.000427,-0.023438,0.019531,0.011719,2.348747,,,
4677989000,0.999146,-0.008118,0.04126,-0.000427,0.015625,0.019531,0.003906,2.369297,,,
4702395000,0.999146,-0.008118,0.04126,-0.000427,-0.023438,0.019531,0.003906,2.393703,,,
4717063000,0.999146,-0.008118,0.04126,-0.000427,-0.023438,0.019531,0.003906,2.408371,4.38,2.37,5.09
4737284000,0.999146,-0.008118,0.04126,-0.000427,0.015625,-0.019531,0.003906,2.428592,,,
4767761000,0.999146,-0.008118,0.04126,-0.000427,0.015625,0.019531,0.003906,2.459069,,,
4783145000,0.999146,-0.008118,0.04126,-0.000427,0.015625,-0.019531,0.003906,2.474453,,,
4797384000,0.999146,-0.008118,0.04126,-0.000427,-0.023438,-0.019531,0.003906,2.488692,,,
4816718000,0.999146,-0.008118,0.04126,-0.000427,0.015625,0.019531,0.003906,2.508026,,,
4838010000,0.999146,-0.008118,0.04126,-0.000427,0.015625,-0.019531,0.003906,2.529318,,,
4857535000,0.999146,-0.008118,0.04126,-0.000427,0.015625,0.019531,0.003906,2.548843,,,
4896652000,0.999146,-0.008118,0.04126,-0.000427,0.015625,-0.019531,0.003906,2.58796,,,
4906555000,0.999146,-0.008118,0.04126,-0.000427,-0.023438,-0.019531,0.003906,2.597863,,,
4916939000,0.999146,-0.008118,0.04126,-0.000427,-0.023438,0.019531,0.003906,2.608247,4.4,2.37,5.12
4937404000,0.999146,-0.008118,0.04126,-0.000427,-0.023438,-0.019531,0.003906,2.628712,,,
4966205000,0.999146,-0.008118,0.04126,-0.000427,-0.023438,-0.019531,0.003906,2.657513,,,
4976212000,0.999146,-0.008118,0.04126,-0.000427,-0.023438,0.019531,0.042969,2.66752,,,
5005974000,0.999146,-0.008118,0.04126,-0.000427,-0.023438,0.019531,0.003906,2.697282,,,
5016190000,0.999146,-0.008118,0.04126,-0.000427,-0.023438,-0.019531,0.003906,2.707498,,,
5037061000,0.999146,-0.008118,0.04126,-0.000427,0.015625,0.019531,-0.035156,2.728369,,,
5065974000,0.999146,-0.008118,0.04126,-0.000427,0.023438,-0.019531,-0.035156,2.757282,,,
5076191000,0.999146,-0.008118,0.04126,-0.000427,0.023438,0.019531,0.003906,2.767499,,,
5106269000,0.999146,-0.008118,0.04126,-0.000427,0.015625,0.019531,0.003906,2.797577,,,
5117164000,0.999146,-0.008118,0.04126,-0.000427,0.015625,-0.019531,0.003906,2.808472,4.37,2.39,5.11
5137353000,0.999146,-0.008118,0.04126,-0.000427,0.015625,0.019531,0.003906,2.828661,,,
5165923000,0.999146,-0.008118,0.04126,-0.000427,0.015625,-0.019531,-0.035156,2.857231,,,
5175757000,0.999146,-0.008118,0.04126,-0.000427,0.015625,0.019531,0.003906,2.867065,,,
5196684000,0.999146,-0.008118,0.04126,-0.000427,-0.023438,-0.019531,0.003906,2.887992,,,
5226337000,0.999146,-0.008118,0.04126,-0.000427,0.015625,0.019531,0.011719,2.917645,,,
5235563000,0.999146,-0.008118,0.04126,-0.000427,0.015625,0.019531,0.011719,2.926871,,,
5256576000,0.999146,-0.008118,0.04126,-0.000427,0.015625,0.019531,0.011719,2.947884,,,
5276179000,0.999146,-0.008118,0.04126,-0.000427,0.015625,-0.019531,0.011719,2.967487,,,
5296452000,0.999146,-0.008118,0.04126,-0.000427,0.015625,0.019531,0.011719,2.98776,,,
5325527000,0.999146,-0.008118,0.04126,-0.000427,-0.023438,0.019531,0.011719,3.016835,4.39,2.36,5.09
5335282000,0.999146,-0.008118,0.04126,-0.000427,0.015625,-0.019531,0.011719,3.02659,,,
5356689000,0.999146,-0.008118,0.04126,-0.000427,0.015625,-0.019531,0.011719,3.047997,,,
5385432000,0.999146,-0.008118,0.04126,-0.000427,0.015625,0.019531,0.011719,3.07674,,,
5405813000,0.999146,-0.008118,0.04126,-0.000427,-0.023438,-0.019531,0.011719,3.097121,,,
5422186000,0.999146,-0.008118,0.04126,-0.000427,0.015625,-0.019531,0.011719,3.113494,,,
5436326000,0.999146,-0.008118,0.04126,-0.000427,-0.023438,-0.019531,-0.027344,3.127634,,,
5465415000,0.999146,-0.008118,0.04126,-0.000427,0.015625,-0.019531,0.011719,3.156723,,,
5485087000,0.999146,-0.008118,0.04126,-0.000427,0.015625,-0.019531,0.011719,3.176395,,,
5495510000,0.999146,-0.008118,0.04126,-0.000427,-0.023438,0.019531,0.011719,3.186818,,,
5516491000,0.999146,-0.008118,0.04126,-0.000427,0.015625,0.019531,0.003906,3.207799,,,
5542723000,0.999146,-0.008118,0.04126,-0.000427,-0.023438,0.019531,0.003906,3.234031,4.41,2.37,5.09
5556295000,0.999146,-0.008118,0.04126,-0.000427,-0.023438,-0.019531,0.003906,3.247603,,,
5584543000,0.999146,-0.008118,0.04126,-0.000427,0.015625,0.019531,-0.035156,3.275851,,,
5604423000,0.999146,-0.008118,0.04126,-0.000427,-0.023438,0.019531,0.003906,3.295731,,,
5631680000,0.999146,-0.008118,0.04126,-0.000427,0.015625,0.019531,0.003906,3.322988,,,
5644594000,0.999146,-0.008118,0.04126,-0.000427,-0.023438,0.019531,0.003906,3.335902,,,
5664561000,0.999146,-0.008118,0.04126,-0.000427,0.015625,-0.019531,0.042969,3.355869,,,
5690318000,0.999146,-0.008118,0.04126,-0.000427,0.015625,0.019531,-0.035156,3.381626,,,
5704942000,0.999146,-0.008118,0.04126,-0.000427,-0.023438,0.019531,0.042969,3.39625,,,
5724450000,0.999146,-0.008118,0.04126,-0.000427,0.015625,0.019531,0.003906,3.415758,4.38,2.34,5.15
5746745000,0.999146,-0.008118,0.04126,-0.000427,0.015625,-0.019531,0.003906,3.438053,,,
5767626000,0.999146,-0.008118,0.04126,-0.000427,-0.023438,0.019531,0.003906,3.458934,,,
5784157000,0.999146,-0.008118,0.04126,-0.000427,-0.023438,0.019531,-0.035156,3.475465,,,
5814541000,0.999146,-0.008118,0.04126,-0.000427,0.015625,-0.019531,0.003906,3.505849,,,
5830122000,0.999146,-0.008118,0.04126,-0.000427,0.015625,0.019531,0.003906,3.52143,,,
5843795000,0.999146,-0.008118,0.04126,-0.000427,0.015625,0.019531,0.003906,3.535103,,,
5863933000,0.999146,-0.008118,0.04126,-0.000427,-0.023438,-0.019531,0.003906,3.555241,,,
5889497000,0.999146,-0.008118,0.04126,-0.000427,0.015625,0.019531,0.003906,3.580805,,,
5903784000,0.999146,-0.008118,0.04126,-0.000427,0.015625,-0.019531,-0.035156,3.595092,,,
5923869000,0.999146,-0.008118,0.04126,-0.000427,-0.023438,-0.019531,-0.035156,3.615177,4.35,2.35,5.11
5950629000,0.999146,-0.008118,0.04126,-0.000427,0.015625,0.019531,0.003906,3.641937,,,
5963556000,0.999146,-0.008118,0.04126,-0.000427,-0.023438,0.019531,0.003906,3.654864,,,
5983608000,0.999146,-0.008118,0.04126,-0.000427,-0.023438,-0.019531,0.003906,3.674916,,,
6007198000,0.999146,-0.008118,0.04126,-0.000427,-0.023438,0.019531,0.003906,3.698506,,,
6030204000,0.999146,-0.008118,0.04126,-0.000427,0.015625,0.019531,0.003906,3.721512,,,
6043811000,0.999146,-0.008118,0.04126,-0.000427,0.015625,-0.019531,0.042969,3.735119,,,
6063017000,0.999146,-0.008118,0.04126,-0.000427,-0.023438,0.019531,-0.035156,3.754325,,,
6085032000,0.999146,-0.008118,0.04126,-0.000427,0.015625,0.019531,0.003906,3.77634,,,
6105411000,0.999146,-0.008118,0.04126,-0.000427,0.015625,0.019531,0.003906,3.796719,,,
6123911000,0.999146,-0.008118,0.04126,-0.000427,-0.023438,-0.019531,0.003906,3.815219,4.35,2.4,5.12
6147759000,0.999146,-0.008118,0.04126,-0.000427,-0.023438,0.019531,0.003906,3.839067,,,
6163528000,0.999146,-0.008118,0.04126,-0.000427,0.015625,0.019531,0.003906,3.854836,,,
6182880000,0.999146,-0.008118,0.04126,-0.000427,0.015625,0.019531,0.003906,3.874188,,,
6210228000,0.999146,-0.008118,0.04126,-0.000427,-0.023438,0.019531,0.003906,3.901536,,,
6223504000,0.999146,-0.008118,0.04126,-0.000427,0.015625,0.019531,-0.035156,3.914812,,,
6242690000,0.999146,-0.008118,0.04126,-0.000427,0.015625,-0.019531,0.003906,3.933998,,,
6262619000,0.999146,-0.008118,0.04126,-0.000427,0.015625,0.019531,0.003906,3.953927,,,
6282982000,0.999146,-0.008118,0.04126,-0.000427,0.015625,0.019531,0.003906,3.97429,,,
6304056000,0.999146,-0.008118,0.04126,-0.000427,-0.023438,-0.019531,-0.035156,3.995364,,,
6323039000,0.999146,-0.008118,0.04126,-0.000427,0.015625,0.019531,0.003906,4.014347,4.35,2.4,5.09
6345304000,0.999084,-0.008118,0.04126,-0.000366,-0.023438,-0.019531,0.003906,4.036612,,,
6362514000,0.999084,-0.008118,0.04126,-0.000427,0.015625,-0.019531,0.003906,4.053822,,,
6387654000,0.999084,-0.008118,0.04126,-0.000427,0.015625,0.019531,0.003906,4.078962,,,
6402501000,0.999084,-0.008118,0.04126,-0.000366,0.015625,-0.019531,0.003906,4.093809,,,
6422907000,0.999084,-0.008118,0.04126,-0.000427,0.015625,0.019531,0.003906,4.114215,,,
6442142000,0.999084,-0.008118,0.04126,-0.000427,0.054688,-0.019531,0.003906,4.13345,,,
6463069000,0.999084,-0.008118,0.04126,-0.000427,0.007812,0.019531,0.003906,4.154377,,,
6482002000,0.999084,-0.008118,0.041321,-0.000427,-0.03125,0.019531,0.003906,4.17331,,,
6501994000,0.999084,-0.008118,0.041321,-0.000427,-0.03125,-0.019531,0.003906,4.193302,,,
6522916000,0.999084,-0.008118,0.04126,-0.000427,0.007812,0.019531,0.003906,4.214224,4.4,2.37,5.1
6541711000,0.999084,-0.008118,0.041321,-0.000427,-0.03125,-0.019531,0.003906,4.233019,,,
6561704000,0.999084,-0.008118,0.041321,-0.000427,0.007812,0.019531,0.003906,4.253012,,,
6585057000,0.999084,-0.008118,0.041321,-0.000427,-0.023438,0.019531,0.003906,4.276365,,,
6602484000,0.999084,-0.008118,0.041321,-0.000427,0.015625,0.019531,0.003906,4.293792,,,
6622460000,0.999084,-0.008179,0.041321,-0.000427,0.015625,-0.019531,0.003906,4.313768,,,
6642252000,0.999084,-0.008118,0.041321,-0.000427,0.015625,0.019531,0.003906,4.33356,,,
6661940000,0.999084,-0.008118,0.041321,-0.000427,-0.023438,0.019531,0.003906,4.353248,,,
6682009000,0.999084,-0.008118,0.041321,-0.000427,0.015625,-0.019531,0.003906,4.373317,,,
6701985000,0.999084,-0.008118,0.041321,-0.000427,-0.023438,0.019531,-0.035156,4.393293,,,
6725583000,0.999084,-0.008118,0.041321,-0.000427,0.015625,0.019531,0.003906,4.416891,4.32,2.38,5.12
6747454000,0.999084,-0.008118,0.04126,-0.000427,0.015625,0.019531,0.003906,4.438762,,,
6761767000,0.999084,-0.008118,0.04126,-0.000427,0.015625,0.019531,0.003906,4.453075,,,
6782465000,0.999146,-0.008057,0.04126,-0.000427,0.015625,-0.019531,0.003906,4.473773,,,
6808336000,0.999146,-0.008057,0.04126,-0.000427,0.015625,0.019531,0.003906,4.499644,,,
6822524000,0.999146,-0.008057,0.04126,-0.000427,0.015625,0.019531,0.003906,4.513832,,,
6841369000,0.999146,-0.008057,0.04126,-0.000427,-0.023438,0.019531,0.003906,4.532677,,,
6868469000,0.999146,-0.007996,0.04126,-0.000427,0.015625,0.019531,0.003906,4.559777,,,
6880734000,0.999146,-0.008057,0.04126,-0.000427,0.015625,0.019531,0.003906,4.572042,,,
6901666000,0.999146,-0.007996,0.04126,-0.000427,-0.023438,0.019531,-0.035156,4.592974,,,
6926704000,0.999146,-0.008057,0.04126,-0.000366,0.015625,0.019531,0.003906,4.618012,4.37,2.38,5.1
6941382000,0.999146,-0.007996,0.04126,-0.000366,0.015625,0.019531,0.003906,4.63269,,,
6960668000,0.999146,-0.008057,0.04126,-0.000427,0.015625,0.019531,0.003906,4.651976,,,
6982221000,0.999146,-0.008057,0.04126,-0.000427,0.015625,0.011719,-0.035156,4.673529,,,
7008183000,0.999146,-0.007996,0.04126,-0.000427,0.007812,0.011719,0.003906,4.699491,,,
7020621000,0.999084,-0.007996,0.041321,-0.000427,0.007812,0.011719,0.003906,4.711929,,,
7041134000,0.999146,-0.007996,0.04126,-0.000427,0.007812,0.011719,0.003906,4.732442,,,
7067726000,0.999084,-0.007996,0.041321,-0.000427,0.007812,0.011719,0.003906,4.759034,,,
7080504000,0.999084,-0.007996,0.041321,-0.000427,0.007812,0.011719,0.003906,4.771812,,,
7100582000,0.999084,-0.007996,0.041321,-0.000427,0.007812,-0.027344,0.003906,4.79189,,,
7128553000,0.999084,-0.007996,0.041321,-0.000427,0.007812,0.011719,0.042969,4.819861,4.37,2.35,5.1
7140865000,0.999084,-0.007996,0.041321,-0.000427,-0.03125,-0.027344,0.003906,4.832173,,,
7160963000,0.999084,-0.007935,0.041321,-0.000427,0.007812,-0.027344,0.003906,4.852271,,,
7180738000,0.999084,-0.007935,0.041321,-0.000488,0.007812,0.011719,0.003906,4.872046,,,
7205700000,0.999084,-0.007935,0.041321,-0.000488,0.007812,0.011719,0.003906,4.897008,,,
7220505000,0.999084,-0.007935,0.041321,-0.000427,0.007812,0.011719,0.003906,4.911813,,,
7240654000,0.999146,-0.007935,0.041321,-0.000427,0.007812,-0.027344,0.003906,4.931962,,,
7264901000,0.999146,-0.007935,0.04126,-0.000427,-0.03125,0.011719,-0.035156,4.956209,,,
7280257000,0.999146,-0.007935,0.04126,-0.000427,0.007812,0.011719,0.003906,4.971565,,,
7299875000,0.999146,-0.007935,0.04126,-0.000427,0.007812,0.011719,0.003906,4.991183,,,
7320364000,0.999146,-0.007935,0.041321,-0.000427,0.007812,-0.027344,0.003906,5.011672,,,
7340028000,0.999146,-0.007935,0.041321,-0.000427,-0.03125,0.011719,0.003906,5.031336,4.36,2.34,5.15
7359858000,0.999146,-0.007935,0.041321,-0.000427,0.007812,0.011719,0.003906,5.051166,,,
7380062000,0.999146,-0.007935,0.041321,-0.000427,0.007812,0.011719,0.003906,5.07137,,,
7399693000,0.999146,-0.007935,0.041321,-0.000427,-0.03125,-0.027344,0.003906,5.091001,,,
7419972000,0.999146,-0.007935,0.041321,-0.000427,0.007812,0.011719,0.003906,5.11128,,,
7439600000,0.999146,-0.007935,0.041321,-0.000427,0.007812,-0.027344,0.003906,5.130908,,,
7461782000,0.999146,-0.007935,0.041321,-0.000427,0.007812,-0.027344,0.003906,5.15309,,,
7479449000,0.999146,-0.007935,0.041321,-0.000427,0.007812,-0.027344,0.003906,5.170757,,,
7499127000,0.999146,-0.007935,0.041321,-0.000427,0.007812,0.011719,-0.003906,5.190435,,,
7519585000,0.999146,-0.007935,0.041321,-0.000427,0.007812,0.011719,-0.003906,5.210893,,,
7554103000,0.999146,-0.007935,0.041321,-0.000427,0.007812,0.011719,-0.003906,5.245411,4.35,2.38,5.12
7568784000,0.999146,-0.007935,0.041321,-0.000427,-0.03125,0.011719,0.003906,5.260092,,,
7579698000,0.999146,-0.007935,0.041321,-0.000427,-0.03125,-0.027344,0.003906,5.271006,,,
7599125000,0.999146,-0.007935,0.041321,-0.000427,0.007812,0.011719,0.003906,5.290433,,,
7619561000,0.999146,-0.007935,0.041321,-0.000427,0.007812,-0.027344,0.003906,5.310869,,,
